대지위치,건축면적,주구조,용도,지붕구조,사용승인일자
대전광역시 중구 문창동 112-14,40.95,벽돌구조,단독주택,(철근)콘크리트,1975-02-26
대전광역시 중구 문창동 112-15,109.64,벽돌구조,단독주택,(철근)콘크리트,1978-12-16
대전광역시 중구 문창동 112-16,85.16,벽돌구조,단독주택,(철근)콘크리트,1975-12-12
대전광역시 중구 문창동 112-18,104.19,벽돌구조,제1종근린생활시설,(철근)콘크리트,1984-05-29
대전광역시 중구 문창동 112-19,113.34,철근콘크리트구조,공동주택,(철근)콘크리트,1991-07-23
대전광역시 중구 문창동 112-2,147.49,철근콘크리트구조,단독주택,(철근)콘크리트,2017-08-11
대전광역시 중구 문창동 112-21,117.28,철근콘크리트구조,단독주택,(철근)콘크리트,2010-12-09
대전광역시 중구 문창동 112-23,201.75,철근콘크리트구조,단독주택,기와,1999-06-04
대전광역시 중구 문창동 112-25,82.2,벽돌구조,단독주택,(철근)콘크리트,1966-07-23
대전광역시 중구 문창동 112-27,105.68,벽돌구조,단독주택,기와,1957
대전광역시 중구 문창동 112-28,77.28,벽돌구조,단독주택,기와,1975-03-10
대전광역시 중구 문창동 112-29,59.94,벽돌구조,단독주택,기와,1960
대전광역시 중구 문창동 112-30,99.6,벽돌구조,단독주택,(철근)콘크리트,1950
대전광역시 중구 문창동 112-31,69.95,벽돌구조,단독주택,(철근)콘크리트,1950
대전광역시 중구 문창동 112-32,76.65,벽돌구조,단독주택,(철근)콘크리트,1992-07-02
대전광역시 중구 문창동 112-33,69.71,벽돌구조,단독주택,기와,1950
대전광역시 중구 문창동 112-38,61.45,벽돌구조,단독주택,(철근)콘크리트,1975-02-26
대전광역시 중구 문창동 112-39,85.68,벽돌구조,단독주택,(철근)콘크리트,1973-12-28
대전광역시 중구 문창동 112-40,77.55,벽돌구조,단독주택,(철근)콘크리트,1974-07-30
대전광역시 중구 문창동 112-41,78.84,벽돌구조,단독주택,(철근)콘크리트,1975-05-17
대전광역시 중구 문창동 112-42,63.1,벽돌구조,단독주택,(철근)콘크리트,1975-02-26
대전광역시 중구 문창동 112-46,89.15,벽돌구조,단독주택,(철근)콘크리트,1993-06-09
대전광역시 중구 문창동 112-5,51.13,철근콘크리트구조,단독주택,(철근)콘크리트,2002-12-12
대전광역시 중구 문창동 112-7,49.58,벽돌구조,제2종근린생활시설,(철근)콘크리트,1970-12-14
대전광역시 중구 문창동 112-8,23.43,일반목구조,단독주택,슬레이트,1982-11-18
대전광역시 중구 문창동 112-9,51.55,벽돌구조,단독주택,(철근)콘크리트,1982-09-02
대전광역시 중구 문창동 113-1,306.16999999999996,일반철골구조,단독주택,(철근)콘크리트,2002-11-26
대전광역시 중구 문창동 113-11,232.56,철근콘크리트구조,단독주택,(철근)콘크리트,2003-07-08
대전광역시 중구 문창동 113-16,156.58,철근콘크리트구조,공동주택,(철근)콘크리트,1991-04-29
대전광역시 중구 문창동 113-17,92.77,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1997-08-07
대전광역시 중구 문창동 113-18,89.11,벽돌구조,단독주택,(철근)콘크리트,1970-10-29
대전광역시 중구 문창동 113-2,539.415,벽돌구조,공동주택,(철근)콘크리트,1981-04-29
대전광역시 중구 문창동 113-3,113.22,철근콘크리트구조,창고시설,(철근)콘크리트,1985-09-19
대전광역시 중구 문창동 113-5,106.61,벽돌구조,단독주택,기와,1962
대전광역시 중구 문창동 113-7,212.16,일반철골구조,제2종근린생활시설,(철근)콘크리트,2005-07-12
대전광역시 중구 문창동 113-9,173.73,벽돌구조,단독주택,(철근)콘크리트,1980-10-16
대전광역시 중구 문창동 115-1,26.7,블록구조,제1종근린생활시설,슬레이트,1984-12-31
대전광역시 중구 문창동 115-11,123.5,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2004-07-02
대전광역시 중구 문창동 115-13,68.99,벽돌구조,단독주택,(철근)콘크리트,1986-08-19
대전광역시 중구 문창동 115-14,52.62,벽돌구조,단독주택,(철근)콘크리트,1987-10-30
대전광역시 중구 문창동 115-16,49.81,벽돌구조,단독주택,슬레이트,1983-06-25
대전광역시 중구 문창동 115-17,48.09,일반목구조,제2종근린생활시설,기와,1960
대전광역시 중구 문창동 115-18,112.73,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2002-01-03
대전광역시 중구 문창동 115-19,38.61,블록구조,단독주택,기와,1985-12-31
대전광역시 중구 문창동 115-2,117.78,벽돌구조,제2종근린생활시설,(철근)콘크리트,
대전광역시 중구 문창동 115-20,41.13,일반목구조,단독주택,기와,1973-08-14
대전광역시 중구 문창동 115-21,63.14,일반목구조,단독주택,슬레이트,1961
대전광역시 중구 문창동 115-22,49.59,일반목구조,단독주택,슬레이트,1931
대전광역시 중구 문창동 115-26,49.65,벽돌구조,단독주택,기와,1962-01-10
대전광역시 중구 문창동 115-27,38.2,블록구조,단독주택,기와,1985-12-31
대전광역시 중구 문창동 115-28,36.38,블록구조,단독주택,기와,1982-10-15
대전광역시 중구 문창동 115-29,72.24,벽돌구조,단독주택,(철근)콘크리트,1985-03-09
대전광역시 중구 문창동 115-30,67.69,벽돌구조,단독주택,기와,1983-05-04
대전광역시 중구 문창동 115-31,68.19,벽돌구조,단독주택,(철근)콘크리트,1985-09-09
대전광역시 중구 문창동 115-34,50.8,벽돌구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 115-35,37.68,블록구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 115-36,91.0,일반목구조,단독주택,슬레이트,1973-04-30
대전광역시 중구 문창동 115-37,43.8,블록구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 115-38,94.32,벽돌구조,단독주택,(철근)콘크리트,1990-06-13
대전광역시 중구 문창동 115-40,29.44,블록구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 115-41,55.74,블록구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 115-42,19.4,블록구조,단독주택,기와,1972-10-25
대전광역시 중구 문창동 115-44,66.19,벽돌구조,단독주택,(철근)콘크리트,1985-09-05
대전광역시 중구 문창동 115-45,45.13,블록구조,단독주택,슬레이트,1982-12-10
대전광역시 중구 문창동 115-47,48.2,블록구조,단독주택,(철근)콘크리트,1982-09-20
대전광역시 중구 문창동 115-49,59.5,블록구조,단독주택,기와,1973-02-06
대전광역시 중구 문창동 115-50,81.66,철근콘크리트구조,단독주택,(철근)콘크리트,2004-01-02
대전광역시 중구 문창동 115-51,138.1,벽돌구조,공동주택,(철근)콘크리트,1990-06-28
대전광역시 중구 문창동 115-54,24.33,블록구조,단독주택,기와,1972-12-29
대전광역시 중구 문창동 115-55,74.46,벽돌구조,단독주택,(철근)콘크리트,1993-02-08
대전광역시 중구 문창동 115-56,59.2,벽돌구조,단독주택,기와,1960
대전광역시 중구 문창동 115-57,45.45,벽돌구조,단독주택,(철근)콘크리트,1972-12-13
대전광역시 중구 문창동 115-58,23.03,벽돌구조,단독주택,(철근)콘크리트,1994-11-07
대전광역시 중구 문창동 115-59,29.88,일반철골구조,단독주택,(철근)콘크리트,1999-07-19
대전광역시 중구 문창동 115-6,38.4,벽돌구조,제1종근린생활시설,기타지붕,1998-06-05
대전광역시 중구 문창동 115-61,18.06,벽돌구조,단독주택,(철근)콘크리트,1982-12-15
대전광역시 중구 문창동 115-66,65.22,벽돌구조,단독주택,(철근)콘크리트,1972-03-16
대전광역시 중구 문창동 115-7,28.2,벽돌구조,제2종근린생활시설,(철근)콘크리트,2003-05-15
대전광역시 중구 문창동 115-8,41.36,벽돌구조,단독주택,슬레이트,1985-12-31
대전광역시 중구 문창동 116,117.93,일반목구조,단독주택,슬레이트,1941
대전광역시 중구 문창동 116-1,139.73,일반철골구조,제1종근린생활시설,기타지붕,1998-05-12
대전광역시 중구 문창동 116-11,96.36,철근콘크리트구조,단독주택,(철근)콘크리트,
대전광역시 중구 문창동 116-14,92.1,벽돌구조,제1종근린생활시설,(철근)콘크리트,1993-06-01
대전광역시 중구 문창동 116-15,188.68,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1993-07-30
대전광역시 중구 문창동 116-17,127.26,철근콘크리트구조,단독주택,(철근)콘크리트,2011-11-15
대전광역시 중구 문창동 116-2,56.16,경량철골구조,제2종근린생활시설,기타지붕,2023-09-22
대전광역시 중구 문창동 116-20,65.71,벽돌구조,단독주택,(철근)콘크리트,1975-12-04
대전광역시 중구 문창동 116-21,29.88,벽돌구조,단독주택,(철근)콘크리트,1971-06-11
대전광역시 중구 문창동 116-24,68.23,벽돌구조,제1종근린생활시설,(철근)콘크리트,1976-07-09
대전광역시 중구 문창동 116-27,29.88,벽돌구조,단독주택,(철근)콘크리트,1971-06-07
대전광역시 중구 문창동 116-3,266.04,철근콘크리트구조,단독주택,(철근)콘크리트,2022-06-29
대전광역시 중구 문창동 116-4,65.97,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2009-07-01
대전광역시 중구 문창동 116-6,80.99,벽돌구조,제1종근린생활시설,(철근)콘크리트,1974-08-08
대전광역시 중구 문창동 117-1,58.28,블록구조,단독주택,슬레이트,
대전광역시 중구 문창동 117-10,44.25,블록구조,단독주택,기타지붕,1994-08-26
대전광역시 중구 문창동 117-12,65.19999999999999,블록구조,단독주택,기와,1973-08-08
대전광역시 중구 문창동 117-13,124.1,벽돌구조,단독주택,(철근)콘크리트,1973-02-09
대전광역시 중구 문창동 117-17,58.05,벽돌구조,단독주택,기와,1983-01-13
대전광역시 중구 문창동 117-18,25.32,일반목구조,단독주택,기와,1961
대전광역시 중구 문창동 117-19,70.76,벽돌구조,단독주택,기와,1975-09-08
대전광역시 중구 문창동 117-2,36.8,블록구조,단독주택,슬레이트,1982-11-18
대전광역시 중구 문창동 117-20,25.12,일반목구조,단독주택,기와,1972-10-27
대전광역시 중구 문창동 117-21,71.34,일반목구조,단독주택,기와,1973-07-12
대전광역시 중구 문창동 117-22,47.52,일반목구조,단독주택,기타지붕,1973-08-06
대전광역시 중구 문창동 117-23,58.92,벽돌구조,단독주택,(철근)콘크리트,1992-11-07
대전광역시 중구 문창동 117-24,163.88,일반철골구조,제1종근린생활시설,기타지붕,2012-02-21
대전광역시 중구 문창동 117-27,55.815,벽돌구조,단독주택,(철근)콘크리트,1977-06-13
대전광역시 중구 문창동 117-28,95.53,벽돌구조,단독주택,기타지붕,1985-03-04
대전광역시 중구 문창동 117-29,141.26,벽돌구조,단독주택,기타지붕,1993-05-19
대전광역시 중구 문창동 117-3,23.76,벽돌구조,단독주택,(철근)콘크리트,1982-10-06
대전광역시 중구 문창동 117-30,93.42,벽돌구조,단독주택,(철근)콘크리트,1975-05-24
대전광역시 중구 문창동 117-31,101.25,블록구조,단독주택,슬레이트,1973-05-25
대전광역시 중구 문창동 117-33,316.16,일반철골구조,제2종근린생활시설,(철근)콘크리트,2021-04-06
대전광역시 중구 문창동 117-36,80.06,벽돌구조,단독주택,(철근)콘크리트,1974-01-16
대전광역시 중구 문창동 117-38,59.47,벽돌구조,단독주택,(철근)콘크리트,1975-08-04
대전광역시 중구 문창동 117-39,33.35,일반목구조,단독주택,기와,1977-07-07
대전광역시 중구 문창동 117-4,47.552,벽돌구조,단독주택,(철근)콘크리트,1992-10-26
대전광역시 중구 문창동 117-40,42.51,벽돌구조,단독주택,(철근)콘크리트,1956
대전광역시 중구 문창동 117-42,54.6,벽돌구조,단독주택,(철근)콘크리트,1994-06-24
대전광역시 중구 문창동 117-43,55.76,벽돌구조,단독주택,기타지붕,1988-10-15
대전광역시 중구 문창동 117-44,75.78,벽돌구조,단독주택,기타지붕,1974-03-08
대전광역시 중구 문창동 117-48,62.96,벽돌구조,단독주택,(철근)콘크리트,1975-05-19
대전광역시 중구 문창동 117-49,80.92,벽돌구조,단독주택,기타지붕,1975-08-05
대전광역시 중구 문창동 117-5,31.91,벽돌구조,단독주택,(철근)콘크리트,1994-10-27
대전광역시 중구 문창동 117-50,61.94,벽돌구조,단독주택,기타지붕,1976-01-09
대전광역시 중구 문창동 117-51,82.58,벽돌구조,단독주택,기타지붕,1975-08-25
대전광역시 중구 문창동 117-52,61.48,벽돌구조,단독주택,기타지붕,1975-05-24
대전광역시 중구 문창동 117-53,62.97,벽돌구조,단독주택,(철근)콘크리트,1975-06-05
대전광역시 중구 문창동 117-54,91.6,철근콘크리트구조,단독주택,(철근)콘크리트,2008-09-23
대전광역시 중구 문창동 117-55,86.05,벽돌구조,단독주택,기타지붕,1977-10-26
대전광역시 중구 문창동 117-6,54.55,벽돌구조,단독주택,(철근)콘크리트,1972-04-12
대전광역시 중구 문창동 117-7,157.68,벽돌구조,단독주택,(철근)콘크리트,1978-05-31
대전광역시 중구 문창동 117-8,36.33,벽돌구조,단독주택,(철근)콘크리트,1983-10-17
대전광역시 중구 문창동 117-9,26.44,일반목구조,단독주택,슬레이트,
대전광역시 중구 문창동 118-11,178.52,철근콘크리트구조,단독주택,(철근)콘크리트,2016-04-29
대전광역시 중구 문창동 118-12,60.55,철근콘크리트구조,단독주택,(철근)콘크리트,2005-05-21
대전광역시 중구 문창동 118-13,56.7307,철근콘크리트구조,단독주택,(철근)콘크리트,2010-06-18
대전광역시 중구 문창동 118-14,45.5,벽돌구조,단독주택,(철근)콘크리트,1994-08-31
대전광역시 중구 문창동 118-15,48.99,블록구조,단독주택,슬레이트,1973-05-10
대전광역시 중구 문창동 118-19,47.63,기타조적구조,단독주택,(철근)콘크리트,1997-09-05
대전광역시 중구 문창동 118-2,250.75,철근콘크리트구조,단독주택,(철근)콘크리트,2020-06-23
대전광역시 중구 문창동 118-21,68.05,벽돌구조,단독주택,(철근)콘크리트,
대전광역시 중구 문창동 118-23,85.62,블록구조,단독주택,(철근)콘크리트,2012-06-01
대전광역시 중구 문창동 118-24,86.16,벽돌구조,단독주택,슬레이트,1978-08-17
대전광역시 중구 문창동 118-25,71.401,벽돌구조,단독주택,기와,
대전광역시 중구 문창동 118-3,83.2,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1994-02-14
대전광역시 중구 문창동 118-4,55.8,벽돌구조,위락시설,(철근)콘크리트,1981-01-22
대전광역시 중구 문창동 118-5,63.84,벽돌구조,단독주택,(철근)콘크리트,1988-10-28
대전광역시 중구 문창동 118-7,52.66,벽돌구조,단독주택,(철근)콘크리트,1979-07-10
대전광역시 중구 문창동 118-9,171.944,철근콘크리트구조,제1종근린생활시설,기타지붕,1998-03-31
대전광역시 중구 문창동 119,38.67,일반목구조,단독주택,슬레이트,1959
대전광역시 중구 문창동 119-1,82.64,일반목구조,단독주택,기와,1956
대전광역시 중구 문창동 119-10,124.34,벽돌구조,단독주택,기타지붕,1981-04-24
대전광역시 중구 문창동 119-11,68.44,벽돌구조,단독주택,(철근)콘크리트,1987-07-22
대전광역시 중구 문창동 119-12,111.56,벽돌구조,단독주택,(철근)콘크리트,1991-07-03
대전광역시 중구 문창동 119-13,52.23,철근콘크리트구조,단독주택,(철근)콘크리트,1995-04-20
대전광역시 중구 문창동 119-14,48.44,벽돌구조,단독주택,(철근)콘크리트,1979-12-19
대전광역시 중구 문창동 119-15,38.8,블록구조,단독주택,기와,1983-02-10
대전광역시 중구 문창동 119-16,37.32,벽돌구조,단독주택,기와,1972-11-27
대전광역시 중구 문창동 119-17,59.84,벽돌구조,단독주택,(철근)콘크리트,1990-10-18
대전광역시 중구 문창동 119-18,146.61,철근콘크리트구조,단독주택,(철근)콘크리트,2017-08-28
대전광역시 중구 문창동 119-20,42.78,벽돌구조,단독주택,(철근)콘크리트,1986-05-29
대전광역시 중구 문창동 119-21,365.49,경량철골구조,노유자시설,기타지붕,2007-04-23
대전광역시 중구 문창동 119-23,110.017,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1973-05-30
대전광역시 중구 문창동 119-5,114.7,철근콘크리트구조,단독주택,(철근)콘크리트,2018-01-30
대전광역시 중구 문창동 119-6,154.95,철근콘크리트구조,단독주택,(철근)콘크리트,2012-04-09
대전광역시 중구 문창동 119-8,56.76,철근콘크리트구조,단독주택,(철근)콘크리트,2005-11-25
대전광역시 중구 문창동 120-1,54.677,벽돌구조,단독주택,기와,1965
대전광역시 중구 문창동 120-10,108.58,벽돌구조,단독주택,(철근)콘크리트,1995-02-10
대전광역시 중구 문창동 120-11,34.56,경량철골구조,단독주택,기타지붕,1994-04-28
대전광역시 중구 문창동 120-12,26.44,일반목구조,단독주택,기와,1956
대전광역시 중구 문창동 120-13,83.41,일반목구조,단독주택,기와,1983-07-21
대전광역시 중구 문창동 120-14,71.26,벽돌구조,단독주택,(철근)콘크리트,1990-08-10
대전광역시 중구 문창동 120-15,42.31,벽돌구조,단독주택,(철근)콘크리트,1971-09-10
대전광역시 중구 문창동 120-18,26.44,일반목구조,단독주택,기와,1960
대전광역시 중구 문창동 120-2,115.2,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1990-09-04
대전광역시 중구 문창동 120-20,127.27000000000001,벽돌구조,단독주택,(철근)콘크리트,1970-11-18
대전광역시 중구 문창동 120-21,80.29,벽돌구조,단독주택,(철근)콘크리트,1972-12-02
대전광역시 중구 문창동 120-22,75.27,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1991-07-03
대전광역시 중구 문창동 120-23,34.96,벽돌구조,단독주택,(철근)콘크리트,1981-11-10
대전광역시 중구 문창동 120-24,199.26,경량철골구조,제1종근린생활시설,기타지붕,1999-07-08
대전광역시 중구 문창동 120-27,54.54,철근콘크리트구조,단독주택,(철근)콘크리트,1992-05-23
대전광역시 중구 문창동 120-28,109.09,철근콘크리트구조,단독주택,(철근)콘크리트,1957-09-30
대전광역시 중구 문창동 120-29,80.72,철근콘크리트구조,단독주택,(철근)콘크리트,2001-06-14
대전광역시 중구 문창동 120-3,117.19,벽돌구조,단독주택,(철근)콘크리트,1959-09-30
대전광역시 중구 문창동 120-30,47.47,벽돌구조,단독주택,(철근)콘크리트,1972-11-16
대전광역시 중구 문창동 120-31,54.65,벽돌구조,제1종근린생활시설,(철근)콘크리트,1996-06-17
대전광역시 중구 문창동 120-32,176.0,철근콘크리트구조,단독주택,(철근)콘크리트,2017-09-29
대전광역시 중구 문창동 120-33,110.64,철근콘크리트구조,단독주택,(철근)콘크리트,1981-08-17
대전광역시 중구 문창동 120-35,84.16,벽돌구조,단독주택,기와,1976-05-26
대전광역시 중구 문창동 120-39,57.29,블록구조,단독주택,기와,1985-12-31
대전광역시 중구 문창동 120-4,129.08,벽돌구조,단독주택,(철근)콘크리트,1973-11-15
대전광역시 중구 문창동 120-44,109.42,벽돌구조,단독주택,(철근)콘크리트,1995-02-10
대전광역시 중구 문창동 120-5,116.04,벽돌구조,단독주택,(철근)콘크리트,1994-12-10
대전광역시 중구 문창동 120-6,52.66,벽돌구조,제1종근린생활시설,(철근)콘크리트,1973-08-27
대전광역시 중구 문창동 120-7,152.56,벽돌구조,단독주택,(철근)콘크리트,1977-01-17
대전광역시 중구 문창동 120-9,85.31,기타조적구조,단독주택,(철근)콘크리트,1994-12-16
대전광역시 중구 문창동 121-1,130.45,철근콘크리트구조,단독주택,(철근)콘크리트,1983-10-22
대전광역시 중구 문창동 121-10,73.215,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1995-07-27
대전광역시 중구 문창동 121-11,53.04,경량철골구조,제1종근린생활시설,기타지붕,1992-10-08
대전광역시 중구 문창동 121-12,94.81,벽돌구조,단독주택,(철근)콘크리트,1977-07-18
대전광역시 중구 문창동 121-13,78.51,벽돌구조,단독주택,(철근)콘크리트,1996-01-05
대전광역시 중구 문창동 121-18,39.45,경량철골구조,제1종근린생활시설,기타지붕,2012-09-06
대전광역시 중구 문창동 121-2,60.38,벽돌구조,단독주택,(철근)콘크리트,1992-05-02
대전광역시 중구 문창동 121-4,259.58,기타콘크리트구조,제1종근린생활시설,(철근)콘크리트,1983-10-22
대전광역시 중구 문창동 121-5,71.74,벽돌구조,단독주택,(철근)콘크리트,1974-10-12
대전광역시 중구 문창동 121-6,123.33,벽돌구조,창고시설,슬레이트,1971-12-19
대전광역시 중구 문창동 121-7,141.66,벽돌구조,단독주택,(철근)콘크리트,1979-05-28
대전광역시 중구 문창동 121-9,139.69,벽돌구조,단독주택,(철근)콘크리트,1979-09-20
대전광역시 중구 문창동 122-1,112.02,벽돌구조,단독주택,(철근)콘크리트,1977-08-16
대전광역시 중구 문창동 122-11,155.52,철근콘크리트구조,단독주택,(철근)콘크리트,2016-06-14
대전광역시 중구 문창동 122-14,65.52,벽돌구조,단독주택,(철근)콘크리트,1979-10-30
대전광역시 중구 문창동 122-15,63.34,벽돌구조,단독주택,(철근)콘크리트,1979-09-22
대전광역시 중구 문창동 122-16,53.61,일반목구조,단독주택,기와,1968
대전광역시 중구 문창동 122-2,128.26,벽돌구조,단독주택,(철근)콘크리트,1990-12-26
대전광역시 중구 문창동 122-20,49.59,경량철골구조,제2종근린생활시설,기타지붕,2023-02-07
대전광역시 중구 문창동 122-21,62.94,벽돌구조,단독주택,(철근)콘크리트,1974-07-01
대전광역시 중구 문창동 122-23,57.06,벽돌구조,단독주택,기와,
대전광역시 중구 문창동 122-25,30.41,기타조적구조,단독주택,기와,1955
대전광역시 중구 문창동 122-27,87.785,벽돌구조,단독주택,(철근)콘크리트,1983-07-25
대전광역시 중구 문창동 122-28,78.68,벽돌구조,단독주택,(철근)콘크리트,1971-05-17
대전광역시 중구 문창동 122-3,96.4,블록구조,단독주택,슬레이트,1956
대전광역시 중구 문창동 122-4,72.9,철근콘크리트구조,단독주택,(철근)콘크리트,2011-05-27
대전광역시 중구 문창동 122-5,62.92,철근콘크리트구조,단독주택,(철근)콘크리트,1996-08-14
대전광역시 중구 문창동 122-6,54.86,벽돌구조,단독주택,(철근)콘크리트,1974-12-02
대전광역시 중구 문창동 122-7,79.92,벽돌구조,단독주택,(철근)콘크리트,1978-05-19
대전광역시 중구 문창동 122-8,93.25,벽돌구조,단독주택,(철근)콘크리트,1975-08-05
대전광역시 중구 문창동 123-1,371.98,철근콘크리트구조,공동주택,(철근)콘크리트,2014-06-02
대전광역시 중구 문창동 123-10,86.92,벽돌구조,단독주택,(철근)콘크리트,1979-06-29
대전광역시 중구 문창동 123-11,73.44,철근콘크리트구조,단독주택,기와,1988-09-05
대전광역시 중구 문창동 123-12,54.56,벽돌구조,단독주택,(철근)콘크리트,2001-06-20
대전광역시 중구 문창동 123-13,84.91,벽돌구조,단독주택,(철근)콘크리트,1991-07-27
대전광역시 중구 문창동 123-15,68.01,벽돌구조,단독주택,슬레이트,1994-01-11
대전광역시 중구 문창동 123-16,30.41,기타조적구조,단독주택,기와,1970-06-30
대전광역시 중구 문창동 123-17,40.32,벽돌구조,단독주택,기와,1957
대전광역시 중구 문창동 123-18,57.36,벽돌구조,단독주택,기타지붕,2006-06-07
대전광역시 중구 문창동 123-19,31.24,벽돌구조,단독주택,기와,1967
대전광역시 중구 문창동 123-20,58.6,벽돌구조,제1종근린생활시설,(철근)콘크리트,1994-10-20
대전광역시 중구 문창동 123-21,56.24,철근콘크리트구조,단독주택,(철근)콘크리트,2001-06-21
대전광역시 중구 문창동 123-22,49.92,벽돌구조,제1종근린생활시설,(철근)콘크리트,1994-08-26
대전광역시 중구 문창동 123-23,685.53,철근콘크리트구조,공동주택,(철근)콘크리트,1988-12-31
대전광역시 중구 문창동 123-24,73.25,벽돌구조,제2종근린생활시설,(철근)콘크리트,1976-11-08
대전광역시 중구 문창동 123-25,82.48,벽돌구조,단독주택,(철근)콘크리트,1976-10-21
대전광역시 중구 문창동 123-3,239.86,블록구조,단독주택,기와,1973-02-06
대전광역시 중구 문창동 123-30,82.35,벽돌구조,단독주택,(철근)콘크리트,1976-11-05
대전광역시 중구 문창동 123-31,90.38,벽돌구조,단독주택,(철근)콘크리트,1976-10-28
대전광역시 중구 문창동 123-32,77.43,벽돌구조,단독주택,(철근)콘크리트,1976-10-21
대전광역시 중구 문창동 123-33,208.48,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1989-02-16
대전광역시 중구 문창동 123-6,130.29,철근콘크리트구조,단독주택,(철근)콘크리트,1995-06-13
대전광역시 중구 문창동 123-7,42.97,벽돌구조,제2종근린생활시설,(철근)콘크리트,1998-06-03
대전광역시 중구 문창동 123-8,147.24,경량철골구조,단독주택,(철근)콘크리트,1979-08-04
대전광역시 중구 문창동 123-9,46.94,기타조적구조,단독주택,기와,1957
대전광역시 중구 문창동 13-2,282.675,철근콘크리트구조,단독주택,(철근)콘크리트,1989-05-08
대전광역시 중구 문창동 141,52.480000000000004,일반목구조,단독주택,기타지붕,1956
대전광역시 중구 문창동 141-10,49.58,일반목구조,단독주택,기타지붕,1962
대전광역시 중구 문창동 146,54.71,일반목구조,단독주택,슬레이트,
대전광역시 중구 문창동 146-5,26.44,일반목구조,단독주택,기타지붕,1941
대전광역시 중구 문창동 15,26.71,블록구조,단독주택,기와,1962
대전광역시 중구 문창동 15-3,66.94,일반목구조,단독주택,기와,1940
대전광역시 중구 문창동 15-4,66.94,일반목구조,단독주택,기와,1940
대전광역시 중구 문창동 155-2,63.8,일반목구조,단독주택,기와,1956
대전광역시 중구 문창동 16,112.14,일반목구조,단독주택,기와,1956
대전광역시 중구 문창동 17,60.59,일반목구조,단독주택,슬레이트,1948
대전광역시 중구 문창동 17-2,138.39,벽돌구조,단독주택,(철근)콘크리트,1955
대전광역시 중구 문창동 17-4,211.92,철근콘크리트구조,숙박시설,(철근)콘크리트,1991-03-05
대전광역시 중구 문창동 17-5,146.42,철근콘크리트구조,숙박시설,(철근)콘크리트,1991-03-05
대전광역시 중구 문창동 18,56.2,벽돌구조,단독주택,기와,1973
대전광역시 중구 문창동 18-3,1083.47,철근콘크리트구조,의료시설,(철근)콘크리트,2007-07-18
대전광역시 중구 문창동 18-4,378.61,철근콘크리트구조,숙박시설,(철근)콘크리트,2003-06-30
대전광역시 중구 문창동 18-5,95.34,벽돌구조,단독주택,(철근)콘크리트,1961-06-17
대전광역시 중구 문창동 19-11,20.16,벽돌구조,제1종근린생활시설,(철근)콘크리트,1985-06-24
대전광역시 중구 문창동 19-5,268.72,철근콘크리트구조,공동주택,(철근)콘크리트,2023-10-26
대전광역시 중구 문창동 19-6,224.62,벽돌구조,창고시설,(철근)콘크리트,1981-02-26
대전광역시 중구 문창동 197,28.63,일반목구조,단독주택,기타지붕,1937
대전광역시 중구 문창동 2-1,226.25,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1971-03-08
대전광역시 중구 문창동 2-13,43.1,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1993-06-08
대전광역시 중구 문창동 2-15,138.01,벽돌구조,제1종근린생활시설,(철근)콘크리트,1986-06-18
대전광역시 중구 문창동 2-16,119.15,벽돌구조,단독주택,(철근)콘크리트,1981-05-28
대전광역시 중구 문창동 2-18,58.4,벽돌구조,단독주택,(철근)콘크리트,1993-11-11
대전광역시 중구 문창동 2-19,172.48,벽돌구조,단독주택,(철근)콘크리트,1986-10-22
대전광역시 중구 문창동 2-2,201.36,벽돌구조,단독주택,(철근)콘크리트,1973-03-08
대전광역시 중구 문창동 2-21,61.46,철근콘크리트구조,단독주택,(철근)콘크리트,2002-07-11
대전광역시 중구 문창동 2-23,54.21,벽돌구조,단독주택,(철근)콘크리트,1984-09-21
대전광역시 중구 문창동 2-25,89.03,벽돌구조,단독주택,(철근)콘크리트,1979-05-28
대전광역시 중구 문창동 2-26,68.28,벽돌구조,단독주택,(철근)콘크리트,1992-07-02
대전광역시 중구 문창동 2-29,106.41,블록구조,단독주택,슬레이트,1973-01-04
대전광역시 중구 문창동 2-34,59.49,벽돌구조,단독주택,(철근)콘크리트,1986-10-22
대전광역시 중구 문창동 2-5,226.66,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1990-12-15
