ADDR,ADDR_CD,YEAR,MONTH,ELE,GAS,ELE_DSA,GAS_DSA
대전광역시 대덕구 갈전동,3023012100,2022,3,5170.0,0.0,2.41051457,0.0
대전광역시 대덕구 갈전동,3023012100,2022,4,5064.0,0.0,2.36109203,0.0
대전광역시 대덕구 갈전동,3023012100,2022,5,4326.0,0.0,2.01699922,0.0
대전광역시 대덕구 갈전동,3023012100,2022,6,4240.0,0.0,1.97690169,0.0
대전광역시 대덕구 갈전동,3023012100,2022,7,5135.0,0.0,2.3941958000000003,0.0
대전광역시 대덕구 갈전동,3023012100,2022,8,5512.0,0.0,2.5699722,0.0
대전광역시 대덕구 갈전동,3023012100,2022,9,4993.0,0.0,2.32798826,0.0
대전광역시 대덕구 갈전동,3023012100,2022,10,4307.0,0.0,2.0081404700000003,0.0
대전광역시 대덕구 갈전동,3023012100,2022,11,4573.0,0.0,2.13216308,0.0
대전광역시 대덕구 갈전동,3023012100,2022,12,5590.0,0.0,2.60633973,0.0
대전광역시 대덕구 대화동,3023010200,2015,1,3934940.0,1277044.0,1834.66734892,228.95992722
대전광역시 대덕구 대화동,3023010200,2015,2,3763411.0,1203808.0,1754.69188409,215.82951885
대전광역시 대덕구 대화동,3023010200,2015,3,3119853.0,1016985.0,1454.6327092,182.33421212
대전광역시 대덕구 대화동,3023010200,2015,4,2908450.0,869981.0,1356.06597581,155.97801363
대전광역시 대덕구 대화동,3023010200,2015,5,2449246.0,672720.0,1141.96192714,120.61128847
대전광역시 대덕구 대화동,3023010200,2015,6,2497908.0,414412.0,1164.65060422,74.29950837999999
대전광역시 대덕구 대화동,3023010200,2015,7,2670906.0,347330.0,1245.3109907799999,62.27244443
대전광역시 대덕구 대화동,3023010200,2015,8,3017985.0,404459.0,1407.13671339,72.51504507
대전광역시 대덕구 대화동,3023010200,2015,9,2661337.0,367218.0,1240.8494409,65.83814385
대전광역시 대덕구 대화동,3023010200,2015,10,2284473.0,342499.0,1065.1364500299999,61.40629929
대전광역시 대덕구 대화동,3023010200,2015,11,2574354.0,366738.0,1200.2935823,65.75208511
대전광역시 대덕구 대화동,3023010200,2015,12,3129721.0,650909.0,1459.23366814,116.70081631
대전광역시 대덕구 대화동,3023010200,2016,1,3402884.0,1049396.0,1586.59602619,188.14514751
대전광역시 대덕구 대화동,3023010200,2016,2,3619139.0,1285117.0,1687.42500635,230.4073272
대전광역시 대덕구 대화동,3023010200,2016,3,3061897.0,1125900.0,1427.61070103,201.86147226999998
대전광역시 대덕구 대화동,3023010200,2016,4,2564494.0,872840.0,1195.69635331,156.49060085
대전광역시 대덕구 대화동,3023010200,2016,5,2206113.0,600188.0,1028.6010687,107.60709952
대전광역시 대덕구 대화동,3023010200,2016,6,2299634.0,458947.0,1072.20527235,82.28414348
대전광역시 대덕구 대화동,3023010200,2016,7,2404924.0,262563.0,1121.29677693,47.074654710000004
대전광역시 대덕구 대화동,3023010200,2016,8,2742255.0,355687.0,1278.57749059,63.77076247
대전광역시 대덕구 대화동,3023010200,2016,9,2420875.0,402535.0,1128.7339371,72.17009302
대전광역시 대덕구 대화동,3023010200,2016,10,1939945.0,191029.0,904.50013222,34.24939621
대전광역시 대덕구 대화동,3023010200,2016,11,2275692.0,273381.0,1061.04230519,49.01420301
대전광역시 대덕구 대화동,3023010200,2016,12,2769599.0,614202.0,1291.32664162,110.1196554
대전광역시 대덕구 대화동,3023010200,2017,1,3112538.0,778288.0,1451.22208748,139.5384684
대전광역시 대덕구 대화동,3023010200,2017,2,3214889.0,880178.0,1498.9432821,157.80622341
대전광역시 대덕구 대화동,3023010200,2017,3,3026122.0,759540.0,1410.93059296,136.17715845
대전광역시 대덕구 대화동,3023010200,2017,4,2552462.0,512387.0,1190.0864285,91.86534701000001
대전광역시 대덕구 대화동,3023010200,2017,5,1941175.0,346095.0,905.0736203,62.0510225
대전광역시 대덕구 대화동,3023010200,2017,6,2160126.0,343149.0,1007.15961152,61.52283718
대전광역시 대덕구 대화동,3023010200,2017,7,2653836.0,386505.0,1237.35209656,69.29609055
대전광역시 대덕구 대화동,3023010200,2017,8,2665114.0,433390.0,1242.61046856,77.70205479
대전광역시 대덕구 대화동,3023010200,2017,9,2419460.0,395346.0,1128.0741927,70.8811845
대전광역시 대덕구 대화동,3023010200,2017,10,2114209.0,322781.0,985.75079192,57.87107905
대전광역시 대덕구 대화동,3023010200,2017,11,2521386.0,464274.0,1175.59723101,83.23921591999999
대전광역시 대덕구 대화동,3023010200,2017,12,3087261.0,943533.0,1439.43667611,169.16507729
대전광역시 대덕구 대화동,3023010200,2018,1,3387433.0,1381960.0,1579.39199125,247.77021074
대전광역시 대덕구 대화동,3023010200,2018,2,3338290.0,1607489.0,1556.47904777,288.20507706
대전광역시 대덕구 대화동,3023010200,2018,3,2715321.0,1168500.0,1266.01950237,209.49918323999998
대전광역시 대덕구 대화동,3023010200,2018,4,2575065.0,787239.0,1200.62508635,141.14328411
대전광역시 대덕구 대화동,3023010200,2018,5,2400606.0,534449.0,1119.28350763,95.82082069
대전광역시 대덕구 대화동,3023010200,2018,6,2394131.0,413186.0,1116.26453644,74.07970009
대전광역시 대덕구 대화동,3023010200,2018,7,2676075.0,323786.0,1247.72103918,58.05126447
대전광역시 대덕구 대화동,3023010200,2018,8,3088388.0,483078.0,1439.96214034,86.61056606999999
대전광역시 대덕구 대화동,3023010200,2018,9,2555292.0,495295.0,1191.40591712,88.8009396
대전광역시 대덕구 대화동,3023010200,2018,10,2151799.0,316434.0,1003.27714448,56.73313182
대전광역시 대덕구 대화동,3023010200,2018,11,2428286.0,554607.0,1132.18931885,99.43492811
대전광역시 대덕구 대화동,3023010200,2018,12,2818426.0,863037.0,1314.09224984,154.73303091000002
대전광역시 대덕구 대화동,3023010200,2019,1,3277065.0,1221818.0,1527.93286712,219.05851353
대전광역시 대덕구 대화동,3023010200,2019,2,2923722.0,1450904.0,1363.18655196,260.13111074
대전광역시 대덕구 대화동,3023010200,2019,3,2619853.0,992246.0,1221.5075092499999,177.89878179
대전광역시 대덕구 대화동,3023010200,2019,4,2542462.0,792358.0,1185.42392448,142.06106447
대전광역시 대덕구 대화동,3023010200,2019,5,2351150.0,435776.0,1096.22462799,78.12983833999999
대전광역시 대덕구 대화동,3023010200,2019,6,2291069.0,408763.0,1068.21183765,73.28670484
대전광역시 대덕구 대화동,3023010200,2019,7,2528773.0,334637.0,1179.04142273,59.99672931
대전광역시 대덕구 대화동,3023010200,2019,8,2976173.0,419873.0,1387.64185168,75.27860554
대전광역시 대덕구 대화동,3023010200,2019,9,2641906.0,448990.0,1231.78972929,80.49896301
대전광역시 대덕구 대화동,3023010200,2019,10,2283927.0,324366.0,1064.88187734,58.1552521
대전광역시 대덕구 대화동,3023010200,2019,11,2348766.0,485446.0,1095.11308708,87.03512234
대전광역시 대덕구 대화동,3023010200,2019,12,2836802.0,226303.0,1322.66006721,40.57363597
대전광역시 대덕구 대화동,3023010200,2020,1,2920405.0,1199159.0,1361.63999943,214.99600433999998
대전광역시 대덕구 대화동,3023010200,2020,2,2928592.0,1798773.0,1365.45719137,322.50019192
대전광역시 대덕구 대화동,3023010200,2020,3,2671474.0,1407945.0,1245.5758211500001,252.42903512
대전광역시 대덕구 대화동,3023010200,2020,4,2335779.0,990620.0,1089.05789301,177.60725791
대전광역시 대덕구 대화동,3023010200,2020,5,2061676.0,724146.0,961.25725971,129.83140393
대전광역시 대덕구 대화동,3023010200,2020,6,2319494.0,444896.0,1081.46500535,79.76495387
대전광역시 대덕구 대화동,3023010200,2020,7,2385842.0,446835.0,1112.39978679,80.11259523
대전광역시 대덕구 대화동,3023010200,2020,8,2682590.0,391502.0,1250.75866057,70.19199757999999
대전광역시 대덕구 대화동,3023010200,2020,9,2507431.0,370513.0,1169.09070671,66.42890107
대전광역시 대덕구 대화동,3023010200,2020,10,1996190.0,178720.0,930.72438605,32.04252803
대전광역시 대덕구 대화동,3023010200,2020,11,2423192.0,713180.0,1129.81423924,127.86532088
대전광역시 대덕구 대화동,3023010200,2020,12,2947450.0,1191701.0,1374.24974143,213.65886702
대전광역시 대덕구 대화동,3023010200,2021,1,3414185.0,1911666.0,1591.86512198,342.74066377
대전광역시 대덕구 대화동,3023010200,2021,2,3194336.0,1774171.0,1489.36043771,318.08932424
대전광역시 대덕구 대화동,3023010200,2021,3,2819024.0,1229670.0,1314.37106767,220.46629069
대전광역시 대덕구 대화동,3023010200,2021,4,2624491.0,882018.0,1223.66997853,158.1361152
대전광역시 대덕구 대화동,3023010200,2021,5,2391998.0,597771.0,1115.27002437,107.17375803
대전광역시 대덕구 대화동,3023010200,2021,6,2563127.0,446128.0,1195.05898907,79.98583794
대전광역시 대덕구 대화동,3023010200,2021,7,2923511.0,362671.0,1363.08817319,65.02291683
대전광역시 대덕구 대화동,3023010200,2021,8,3091641.0,299075.0,1441.47885292,53.62085429
대전광역시 대덕구 대화동,3023010200,2021,9,2743271.0,269503.0,1279.05120106,48.31892029
대전광역시 대덕구 대화동,3023010200,2021,10,2529543.0,334198.0,1179.40043561,59.91802141
대전광역시 대덕구 대화동,3023010200,2021,11,2801395.0,733406.0,1306.15153925,131.49162002
대전광역시 대덕구 대화동,3023010200,2021,12,3369907.0,1233520.0,1571.22048672,221.1565533
대전광역시 대덕구 대화동,3023010200,2022,1,3821897.0,1675650.0,1781.96100491,300.4255938
대전광역시 대덕구 대화동,3023010200,2022,2,3530245.0,1713765.0,1645.97814334,307.25919362
대전광역시 대덕구 대화동,3023010200,2022,3,3154263.0,1354490.0,1470.67638543,242.84514224
대전광역시 대덕구 대화동,3023010200,2022,4,2747800.0,978813.0,1281.16284921,175.49039286000001
대전광역시 대덕구 대화동,3023010200,2022,5,2551651.0,574860.0,1189.70829946,103.06606802
대전광역시 대덕구 대화동,3023010200,2022,6,2705096.0,416464.0,1261.2520920700001,74.66740936000001
대전광역시 대덕구 대화동,3023010200,2022,7,3166764.0,333001.0,1476.5049817,59.70341251
대전광역시 대덕구 대화동,3023010200,2022,8,2999881.0,302860.0,1398.69571624,54.29946312
대전광역시 대덕구 대화동,3023010200,2022,9,2656053.0,310711.0,1238.38577367,55.70706099
대전광역시 대덕구 대화동,3023010200,2022,10,2445426.0,430329.0,1140.1808506700002,77.15325121
대전광역시 대덕구 대화동,3023010200,2022,11,2586910.0,910069.0,1206.14782232,163.16535061
대전광역시 대덕구 대화동,3023010200,2022,12,3220420.0,1577347.0,1501.52211316,282.80094837
대전광역시 대덕구 덕암동,3023011500,2015,1,1522422.0,715555.0,709.82986642,128.29113231
대전광역시 대덕구 덕암동,3023011500,2015,2,1490376.0,626112.0,694.88840612,112.25498728
대전광역시 대덕구 덕암동,3023011500,2015,3,1210179.0,716510.0,564.24644275,128.4623532
대전광역시 대덕구 덕암동,3023011500,2015,4,1164032.0,459216.0,542.73038554,82.3323722
대전광역시 대덕구 덕암동,3023011500,2015,5,972671.0,327039.0,453.50824284,58.63449156
대전광역시 대덕구 덕암동,3023011500,2015,6,965017.0,226112.0,449.93956225,40.53939182
대전광역시 대덕구 덕암동,3023011500,2015,7,1047331.0,227389.0,488.31849757000003,40.76834383
대전광역시 대덕구 덕암동,3023011500,2015,8,1272362.0,211048.0,593.23929146,37.83858253
대전광역시 대덕구 덕암동,3023011500,2015,9,1198358.0,183830.0,558.73489689,32.95869481
대전광역시 대덕구 덕암동,3023011500,2015,10,924687.0,224858.0,431.13568364,40.31456346
대전광역시 대덕구 덕암동,3023011500,2015,11,979379.0,355710.0,456.63585046000003,63.77488618
대전광역시 대덕구 덕암동,3023011500,2015,12,1146462.0,517411.0,534.53836603,92.76609482
대전광역시 대덕구 덕암동,3023011500,2016,1,1222925.0,786298.0,570.18927042,140.97457313
대전광역시 대덕구 덕암동,3023011500,2016,2,1371735.0,909756.0,639.5719924,163.10923312
대전광역시 대덕구 덕암동,3023011500,2016,3,1124478.0,729756.0,524.28831722,130.83721517
대전광역시 대덕구 덕암동,3023011500,2016,4,1023770.0,527860.0,477.33317205,94.63948554
대전광역시 대덕구 덕암동,3023011500,2016,5,869194.0,343819.0,405.26205017,61.642960779999996
대전광역시 대덕구 덕암동,3023011500,2016,6,922959.0,262243.0,430.33000291,47.01728224
대전광역시 대덕구 덕암동,3023011500,2016,7,936749.0,245639.0,436.759596,44.04036787
대전광역시 대덕구 덕암동,3023011500,2016,8,1157905.0,224622.0,539.87366941,40.27225121
대전광역시 대덕구 덕암동,3023011500,2016,9,1133633.0,203472.0,528.55683963,36.48028912
대전광역시 대덕구 덕암동,3023011500,2016,10,818245.0,247369.0,381.50705856,44.35053786
대전광역시 대덕구 덕암동,3023011500,2016,11,843394.0,415395.0,393.23278981,74.47574943
대전광역시 대덕구 덕암동,3023011500,2016,12,981644.0,754174.0,457.6919076,135.21509372
대전광역시 대덕구 덕암동,3023011500,2017,1,1119193.0,874231.0,521.82418399,156.73999186
대전광역시 대덕구 덕암동,3023011500,2017,2,1179035.0,949928.0,549.7255404,170.31163035
대전광역시 대덕구 덕암동,3023011500,2017,3,931293.0,806957.0,434.21573393,144.67850439
대전광역시 대덕구 덕암동,3023011500,2017,4,882090.0,636972.0,411.27481535,114.20206564
대전광역시 대덕구 덕암동,3023011500,2017,5,716316.0,373575.0,333.98262154,66.97788395
대전광역시 대덕구 덕암동,3023011500,2017,6,761539.0,258879.0,355.06786338,46.414154069999995
대전광역시 대덕구 덕암동,3023011500,2017,7,923294.0,231164.0,430.48619684,41.44515976
대전광역시 대덕구 덕암동,3023011500,2017,8,1105847.0,225341.0,515.60160607,40.40115998
대전광역시 대덕구 덕암동,3023011500,2017,9,1034287.0,197381.0,482.23672737,35.38823987
대전광역시 대덕구 덕암동,3023011500,2017,10,836019.0,221630.0,389.79419313,39.73581857
대전광역시 대덕구 덕암동,3023011500,2017,11,944757.0,284649.0,440.4933292,51.03443134
대전광역시 대덕구 덕암동,3023011500,2017,12,1144598.0,562001.0,533.66927529,100.76059093
대전광역시 대덕구 덕암동,3023011500,2018,1,1358024.0,649877.0,633.1792332599999,116.51579001
대전광역시 대덕구 덕암동,3023011500,2018,2,1455802.0,672816.0,678.76826482,120.62850018
대전광역시 대덕구 덕암동,3023011500,2018,3,1157731.0,558227.0,539.7925419,100.08395426999999
대전광역시 대덕구 덕암동,3023011500,2018,4,1098960.0,406501.0,512.39053969,72.88115312
대전광역시 대덕구 덕암동,3023011500,2018,5,916692.0,276802.0,427.40801163,49.627550670000005
대전광역시 대덕구 덕암동,3023011500,2018,6,976224.0,218161.0,455.16483057,39.11386501
대전광역시 대덕구 덕암동,3023011500,2018,7,1071851.0,193980.0,499.75095753,34.77847804
대전광역시 대덕구 덕암동,3023011500,2018,8,1394719.0,182102.0,650.28829167,32.64888345
대전광역시 대덕구 덕암동,3023011500,2018,9,1238929.0,159850.0,577.65114186,28.65934484
대전광역시 대덕구 덕암동,3023011500,2018,10,879483.0,191656.0,410.05930048,34.361810410000004
대전광역시 대덕구 덕암동,3023011500,2018,11,921934.0,334013.0,429.8520962,59.88485293
대전광역시 대덕구 덕암동,3023011500,2018,12,1079213.0,522513.0,503.18349295,93.68082732
대전광역시 대덕구 덕암동,3023011500,2019,1,1303795.0,677206.0,607.89494031,121.4155789
대전광역시 대덕구 덕암동,3023011500,2019,2,1187224.0,635484.0,553.54366482,113.93528368
대전광역시 대덕구 덕암동,3023011500,2019,3,1027891.0,488709.0,479.25458996,87.62014238
대전광역시 대덕구 덕암동,3023011500,2019,4,1040093.0,424989.0,484.94377727,76.19584798
대전광역시 대덕구 덕암동,3023011500,2019,5,898954.0,290502.0,419.13766205,52.0838098
대전광역시 대덕구 덕암동,3023011500,2019,6,930698.0,221690.0,433.93831479,39.74657583
대전광역시 대덕구 덕암동,3023011500,2019,7,1006937.0,192194.0,469.48477904,34.45826788
대전광역시 대덕구 덕암동,3023011500,2019,8,1216897.0,193566.0,567.37871304,34.70425239
대전광역시 대덕구 덕암동,3023011500,2019,9,1186140.0,162154.0,553.03824944,29.07242665
대전광역시 대덕구 덕암동,3023011500,2019,10,921237.0,193963.0,429.52711969,34.77543009
대전광역시 대덕구 덕암동,3023011500,2019,11,899866.0,292020.0,419.56288245,52.35597044
대전광역시 대덕구 덕암동,3023011500,2019,12,1061359.0,210104.0,494.85905828,37.66933365
대전광역시 대덕구 덕암동,3023011500,2020,1,1197122.0,579050.0,558.15861129,103.81728887
대전광역시 대덕구 덕암동,3023011500,2020,2,1336327.0,1184817.0,623.06299832,212.42464167
대전광역시 대덕구 덕암동,3023011500,2020,3,1216717.0,970810.0,567.29478789,174.05554305
대전광역시 대덕구 덕암동,3023011500,2020,4,1123055.0,704360.0,523.62484306,126.2839921
대전광역시 대덕구 덕암동,3023011500,2020,5,1010405.0,518357.0,471.10173543,92.93570225
대전광역시 대덕구 덕암동,3023011500,2020,6,1050390.0,335796.0,489.74475766,60.204525270000005
대전광역시 대덕구 덕암동,3023011500,2020,7,1167217.0,319049.0,544.21539308,57.20197256
대전광역시 대덕구 덕암동,3023011500,2020,8,1248935.0,302371.0,582.31644335,54.21179077
대전광역시 대덕구 덕암동,3023011500,2020,9,1215379.0,161562.0,566.67094492,28.96628762
대전광역시 대덕구 덕암동,3023011500,2020,10,858320.0,182233.0,400.19204329,32.67237024
대전광역시 대덕구 덕암동,3023011500,2020,11,1071578.0,650336.0,499.62367114,116.59808371999999
대전광역시 대덕구 덕암동,3023011500,2020,12,1191831.0,962505.0,555.6916804800001,172.56654804000001
대전광역시 대덕구 덕암동,3023011500,2021,1,1424341.0,1434132.0,664.09956101,257.12407583
대전광역시 대덕구 덕암동,3023011500,2021,2,1466208.0,1233493.0,683.62006652,221.1517125
대전광역시 대덕구 덕암동,3023011500,2021,3,1163702.0,949364.0,542.57652299,170.2105114
대전광역시 대덕구 덕암동,3023011500,2021,4,1123521.0,726347.0,523.84211566,130.22601902
대전광역시 대덕구 덕암동,3023011500,2021,5,1002769.0,504825.0,467.54144735,90.50956373
대전광역시 대덕구 덕암동,3023011500,2021,6,1089627.0,385597.0,508.03902455,69.13329615
대전광역시 대덕구 덕암동,3023011500,2021,7,1254726.0,306145.0,585.0164994,54.88842743
대전광역시 대덕구 덕암동,3023011500,2021,8,1576505.0,272329.0,735.04608688,48.82559096
대전광역시 대덕구 덕암동,3023011500,2021,9,1344044.0,234299.0,626.66105269,42.00723074
대전광역시 대덕구 덕암동,3023011500,2021,10,1134327.0,289302.0,528.88041749,51.86866301
대전광역시 대덕구 덕암동,3023011500,2021,11,1154725.0,647418.0,538.39099323,116.07491839000001
대전광역시 대덕구 덕암동,3023011500,2021,12,1243909.0,956995.0,579.97306887,171.57866568
대전광역시 대덕구 덕암동,3023011500,2022,1,1460594.0,1342319.0,681.00253678,240.66301596
대전광역시 대덕구 덕암동,3023011500,2022,2,1489227.0,1344177.0,694.3526845,240.99613487
대전광역시 대덕구 덕암동,3023011500,2022,3,1293822.0,1055679.0,603.24502498,189.27162026
대전광역시 대덕구 덕암동,3023011500,2022,4,1211207.0,776994.0,564.72574822,139.30646847
대전광역시 대덕구 덕암동,3023011500,2022,5,1052168.0,443746.0,490.573751,79.55877155
대전광역시 대덕구 덕암동,3023011500,2022,6,1111285.0,336542.0,518.13707581,60.33827482
대전광역시 대덕구 덕암동,3023011500,2022,7,1265872.0,298592.0,590.21332632,53.534257679999996
대전광역시 대덕구 덕암동,3023011500,2022,8,1466214.0,320667.0,683.62286403,57.49206213
대전광역시 대덕구 덕암동,3023011500,2022,9,1318635.0,267019.0,614.81409625,47.87356644
대전광역시 대덕구 덕암동,3023011500,2022,10,1064261.0,355873.0,496.21211701,63.80411025
대전광역시 대덕구 덕암동,3023011500,2022,11,1018593.0,613232.0,474.91939368,109.94574509
대전광역시 대덕구 덕암동,3023011500,2022,12,1125773.0,1021091.0,524.89211155,183.07037272
대전광역시 대덕구 목상동,3023011200,2015,1,877749.0,237729.0,409.25082238,42.62219199
