ADDR_CD,YEAR,MONTH,예측 전기 사용량,예측 가스 사용량
3011011100,2023,2,1039988.2,1583787.5
3011011100,2023,3,1080184.9,1544993.9
3011011100,2023,4,1206539.4,1781371.8
3011011100,2023,5,1345653.5,1852167.2
3011011100,2023,6,1349354.5,1768386.6
3011011100,2023,7,1093441.4,1228974.9
3011011100,2023,8,1038712.2,1446917.1
3011011100,2023,9,1010888.94,1517181.6
3011011100,2023,10,1040832.3,2098949.5
3011011100,2023,11,1074592.5,2167630.8
3011011100,2023,12,1100244.5,1900114.9
3011011200,2023,1,143231.34,266621.22
3011011200,2023,2,135172.7,173735.89
3011011200,2023,3,142411.64,157210.0
3011011200,2023,4,168899.55,436813.4
3011011200,2023,5,176293.55,159877.67
3011011200,2023,6,133742.97,158710.22
3011011200,2023,7,121048.1,173556.56
3011011200,2023,8,121347.09,258776.47
3011011200,2023,9,136998.44,451767.2
3011011200,2023,10,141264.12,484975.8
3011011200,2023,11,141821.1,514767.53
3011011200,2023,12,137068.0,281814.38
3011011300,2023,1,1076145.0,25385.64
3011011300,2023,2,965035.9,17324.074
3011011300,2023,3,960912.0,16935.152
3011011300,2023,4,992471.06,18893.363
3011011300,2023,5,981854.56,21129.676
3011011300,2023,6,1039025.56,19254.127
3011011300,2023,7,1045632.75,18873.426
3011011300,2023,8,1041245.75,22150.38
3011011300,2023,9,987145.4,28435.682
3011011300,2023,10,953229.75,30178.486
3011011300,2023,11,980453.0,30800.504
3011011300,2023,12,963432.3,29847.035
3011011400,2023,1,3643998.5,4222130.0
3011011400,2023,2,3564247.2,2522883.8
3011011400,2023,3,3561183.2,1885695.8
3011011400,2023,4,3431229.5,1461745.2
3011011400,2023,5,3538515.0,1330876.6
3011011400,2023,6,3597986.8,1491440.2
3011011400,2023,7,3435289.8,1587359.9
3011011400,2023,8,3149346.8,1725921.9
3011011400,2023,9,3174193.8,1804473.0
3011011400,2023,10,3367996.5,4463320.0
3011011400,2023,11,3520272.0,4714070.0
3011011400,2023,12,3542730.5,4529798.0
3011011500,2023,1,6097288.5,3927284.0
3011011500,2023,2,5559720.5,3300042.2
3011011500,2023,3,5954928.0,2034559.8
3011011500,2023,4,7035005.5,2126081.0
3011011500,2023,5,7563108.0,2079345.8
3011011500,2023,6,7279553.0,2042840.9
3011011500,2023,7,6194849.5,2085990.1
3011011500,2023,8,5751226.5,2314919.0
3011011500,2023,9,5771655.0,2815819.8
3011011500,2023,10,6168360.0,3009384.8
3011011500,2023,11,7379219.0,3425892.2
3011011500,2023,12,7351820.5,3619958.5
3011011600,2023,1,2190644.2,2450057.8
3011011600,2023,2,2052061.4,1670620.9
3011011600,2023,3,2046742.2,1184177.4
3011011600,2023,4,2326669.2,1003788.06
3011011600,2023,5,2300635.5,945914.6
3011011600,2023,6,2248901.5,996426.75
3011011600,2023,7,2070969.1,969185.44
3011011600,2023,8,1955437.1,1021032.7
3011011600,2023,9,1862903.8,1361737.6
3011011600,2023,10,1887029.0,2471805.5
3011011600,2023,11,2139853.5,2845792.5
3011011600,2023,12,2254963.5,2922278.5
3011011700,2023,1,1563810.5,1984586.5
3011011700,2023,2,1516372.8,1266686.6
3011011700,2023,3,1550911.0,1047228.8
3011011700,2023,4,1547598.6,1509980.5
3011011700,2023,5,1759167.0,1416013.6
3011011700,2023,6,1683195.0,1270712.9
3011011700,2023,7,1474888.2,1356533.2
3011011700,2023,8,1384717.2,1322998.6
3011011700,2023,9,1266743.1,1244129.4
3011011700,2023,10,1333527.4,1554283.8
3011011700,2023,11,1416340.0,1406913.1
3011011700,2023,12,1490406.9,1844722.8
3011011800,2023,1,2293333.2,2596390.5
3011011800,2023,2,2169448.5,1562000.2
3011011800,2023,3,2183216.5,973390.06
3011011800,2023,4,2259180.2,938019.0
3011011800,2023,5,2289208.2,882733.44
3011011800,2023,6,2382699.0,988899.5
3011011800,2023,7,2046331.4,933250.56
3011011800,2023,8,1931893.2,1452502.8
3011011800,2023,9,1980026.5,1805043.5
3011011800,2023,10,1869164.1,2261068.0
3011011800,2023,11,1946719.6,2276338.8
3011011800,2023,12,1938300.9,2576244.2
3011011900,2023,1,724580.4,293497.44
3011011900,2023,2,602325.1,181716.58
3011011900,2023,3,631844.0,200545.73
3011011900,2023,4,653829.56,251207.5
3011011900,2023,5,747858.1,238169.45
3011011900,2023,6,746425.56,200326.28
3011011900,2023,7,624970.56,182445.9
3011011900,2023,8,612967.06,229994.05
3011011900,2023,9,640478.4,295428.03
3011011900,2023,10,707254.5,321464.6
3011011900,2023,11,805416.44,549702.2
3011011900,2023,12,878755.8,490823.1
3011012000,2023,1,1168174.6,245285.48
3011012000,2023,2,1005775.4,210357.83
3011012000,2023,3,953650.3,185529.67
3011012000,2023,4,999890.5,226308.47
3011012000,2023,5,1032000.5,227546.11
3011012000,2023,6,972055.2,236195.75
3011012000,2023,7,977228.44,202978.69
3011012000,2023,8,953855.3,170664.1
3011012000,2023,9,950726.2,264404.5
3011012000,2023,10,996268.1,291644.34
3011012000,2023,11,981660.25,271467.0
3011012000,2023,12,960014.3,243887.4
3011012100,2023,1,43251.88,0.0
3011012100,2023,2,30302.822,0.0
3011012100,2023,3,23761.191,0.0
3011012100,2023,4,25725.49,0.0
3011012100,2023,5,27334.084,0.0
3011012100,2023,6,29236.951,0.0
3011012100,2023,7,26148.44,0.0
3011012100,2023,8,26341.537,0.0
3011012100,2023,9,38063.727,0.0
3011012100,2023,10,41286.45,0.0
3011012100,2023,11,43296.453,0.0
3011012100,2023,12,52701.434,0.0
3011012200,2023,1,25238.238,0.0
3011012200,2023,2,22282.996,0.0
3011012200,2023,3,21625.25,0.0
3011012200,2023,4,24777.225,0.0
3011012200,2023,5,26751.023,0.0
3011012200,2023,6,24309.518,0.0
3011012200,2023,7,20761.342,0.0
3011012200,2023,8,21168.523,0.0
3011012200,2023,9,23161.6,0.0
3011012200,2023,10,25212.248,0.0
3011012200,2023,11,25041.45,0.0
3011012200,2023,12,21820.346,0.0
3011012300,2023,1,7806.6064,0.0
3011012300,2023,2,6787.673,0.0
3011012300,2023,3,5224.851,0.0
3011012300,2023,4,5569.4097,0.0
3011012300,2023,5,5937.585,0.0
3011012300,2023,6,5625.2656,0.0
3011012300,2023,7,5340.63,0.0
3011012300,2023,8,5454.8105,0.0
3011012300,2023,9,6607.9404,0.0
3011012300,2023,10,8614.663,0.0
3011012300,2023,11,10018.271,0.0
3011012300,2023,12,7083.167,0.0
3011012500,2023,1,15840.154,0.0
3011012500,2023,2,13752.759,0.0
3011012500,2023,3,10885.733,0.0
3011012500,2023,4,12535.67,0.0
3011012500,2023,5,12134.68,0.0
3011012500,2023,6,10919.991,0.0
3011012500,2023,7,11255.982,0.0
3011012500,2023,8,13763.134,0.0
3011012500,2023,9,17718.572,0.0
3011012500,2023,10,18336.027,0.0
3011012500,2023,11,16784.62,0.0
3011012500,2023,12,12082.588,0.0
3011012600,2023,1,32283.762,0.0
3011012600,2023,2,23186.342,0.0
3011012600,2023,3,16861.676,0.0
3011012600,2023,4,16965.217,0.0
3011012600,2023,5,16951.703,0.0
3011012600,2023,6,17195.598,0.0
3011012600,2023,7,17557.367,0.0
3011012600,2023,8,17550.002,0.0
3011012600,2023,9,27059.127,0.0
3011012600,2023,10,31079.684,0.0
3011012600,2023,11,39864.484,0.0
3011012600,2023,12,41473.98,0.0
3011012700,2023,1,7317.758,0.0
3011012700,2023,2,4241.261,0.0
3011012700,2023,3,2266.2214,0.0
3011012700,2023,4,1994.9124,0.0
3011012700,2023,5,1999.512,0.0
3011012700,2023,6,1963.5972,0.0
3011012700,2023,7,1543.9165,0.0
3011012700,2023,8,2143.0576,0.0
3011012700,2023,9,2572.0107,0.0
3011012700,2023,10,5724.481,0.0
3011012700,2023,11,7688.0234,0.0
3011012700,2023,12,6611.054,0.0
3011012800,2023,1,146579.0,0.0
3011012800,2023,2,127044.43,0.0
3011012800,2023,3,129893.88,0.0
3011012800,2023,4,136148.12,0.0
3011012800,2023,5,138361.03,0.0
3011012800,2023,6,143724.27,0.0
3011012800,2023,7,135747.08,0.0
3011012800,2023,8,136339.67,0.0
3011012800,2023,9,140791.31,0.0
3011012800,2023,10,143833.58,0.0
3011012800,2023,11,149346.45,0.0
3011012800,2023,12,150113.0,0.0
3011012900,2023,1,27837.807,0.0
3011012900,2023,2,22163.549,0.0
3011012900,2023,3,19246.125,0.0
3011012900,2023,4,25452.867,0.0
3011012900,2023,5,23593.77,0.0
3011012900,2023,6,24374.652,0.0
3011012900,2023,7,23032.682,0.0
3011012900,2023,8,22916.639,0.0
3011012900,2023,9,24936.453,0.0
3011012900,2023,10,27936.36,0.0
3011012900,2023,11,33035.74,0.0
3011012900,2023,12,34689.15,0.0
3011013000,2023,1,41829.086,0.0
3011013000,2023,2,40464.34,0.0
3011013000,2023,3,39312.605,0.0
3011013000,2023,4,39732.242,0.0
3011013000,2023,5,39760.46,0.0
3011013000,2023,6,39463.48,0.0
3011013000,2023,7,38540.33,0.0
3011013000,2023,8,38637.01,0.0
3011013000,2023,9,39375.695,0.0
3011013000,2023,10,44587.426,0.0
3011013000,2023,11,44701.53,0.0
3011013000,2023,12,41150.117,0.0
3011013100,2023,1,29485.934,0.0
3011013100,2023,2,84973.45,0.0
3011013100,2023,3,143616.08,0.0
3011013100,2023,4,142937.1,0.0
3011013100,2023,5,139275.55,0.0
3011013100,2023,6,141412.3,0.0
3011013100,2023,7,138068.56,0.0
3011013100,2023,8,99040.17,0.0
3011013100,2023,9,90443.14,0.0
3011013100,2023,10,83226.805,0.0
3011013100,2023,11,79957.0,0.0
3011013100,2023,12,52501.305,0.0
3011013200,2023,1,1596.7144,0.0
3011013200,2023,2,1640.6365,0.0
3011013200,2023,3,1538.5027,0.0
3011013200,2023,4,1024.9525,0.0
3011013200,2023,5,1742.6824,0.0
3011013200,2023,6,1578.0802,0.0
3011013200,2023,7,716.62415,0.0
3011013200,2023,8,723.3202,0.0
3011013200,2023,9,505.13388,0.0
3011013200,2023,10,434.20724,0.0
3011013200,2023,11,769.1269,0.0
3011013200,2023,12,1044.4523,0.0
3011013300,2023,1,271.99133,0.0
3011013300,2023,2,270.98535,0.0
3011013300,2023,3,265.01007,0.0
3011013300,2023,4,271.02377,0.0
3011013300,2023,5,263.8292,0.0
3011013300,2023,6,285.56445,0.0
3011013300,2023,7,269.44092,0.0
3011013300,2023,8,267.89517,0.0
3011013300,2023,9,271.63715,0.0
3011013300,2023,10,267.58563,0.0
3011013300,2023,11,266.5542,0.0
3011013300,2023,12,273.6142,0.0
3011013400,2023,1,7078.4106,0.0
3011013400,2023,2,5661.558,0.0
3011013400,2023,3,4407.571,0.0
3011013400,2023,4,3424.2803,0.0
3011013400,2023,5,3527.9587,0.0
3011013400,2023,6,3474.7888,0.0
3011013400,2023,7,3404.7358,0.0
3011013400,2023,8,4204.7603,0.0
3011013400,2023,9,6663.4204,0.0
3011013400,2023,10,8460.901,0.0
3011013400,2023,11,8622.555,0.0
3011013400,2023,12,7929.201,0.0
3011013500,2023,1,7318.0435,0.0
3011013500,2023,2,6612.083,0.0
3011013500,2023,3,5319.0615,0.0
3011013500,2023,4,5829.0225,0.0
3011013500,2023,5,4983.2144,0.0
3011013500,2023,6,4899.159,0.0
3011013500,2023,7,4633.2334,0.0
3011013500,2023,8,4984.398,0.0
3011013500,2023,9,5698.1646,0.0
3011013500,2023,10,6339.841,0.0
3011013500,2023,11,6345.923,0.0
3011013500,2023,12,6503.3633,0.0
3011013600,2023,1,1931932.5,2137985.0
3011013600,2023,2,1779498.9,1300872.4
3011013600,2023,3,1742568.5,676810.4
3011013600,2023,4,2031433.1,565437.5
3011013600,2023,5,2240472.5,547794.25
3011013600,2023,6,2356392.0,689542.2
3011013600,2023,7,1880364.4,1006834.75
3011013600,2023,8,1833591.9,1441873.1
3011013600,2023,9,1811933.6,2215649.5
3011013600,2023,10,1889805.4,2562616.5
3011013600,2023,11,1874934.9,3246186.2
3011013600,2023,12,2051143.2,3720145.8
3011013700,2023,1,326015.94,0.0
3011013700,2023,2,300367.0,0.0
3011013700,2023,3,286526.78,0.0
3011013700,2023,4,289605.12,0.0
3011013700,2023,5,301369.72,0.0
3011013700,2023,6,317681.84,0.0
3011013700,2023,7,292113.72,0.0
3011013700,2023,8,296711.53,0.0
3011013700,2023,9,298286.0,0.0
3011013700,2023,10,293636.44,0.0
3011013700,2023,11,292351.66,0.0
3011013700,2023,12,295714.34,0.0
3011013800,2023,1,66090.586,0.0
3011013800,2023,2,51279.383,0.0
3011013800,2023,3,39397.418,0.0
3011013800,2023,4,45472.094,0.0
3011013800,2023,5,48610.42,0.0
3011013800,2023,6,45284.04,0.0
3011013800,2023,7,34980.824,0.0
3011013800,2023,8,40511.84,0.0
3011013800,2023,9,47984.25,0.0
3011013800,2023,10,51296.426,0.0
3011013800,2023,11,52358.207,0.0
3011013800,2023,12,48970.19,0.0
3011013900,2023,1,1389373.1,2286374.2
3011013900,2023,2,1320881.6,1380126.6
3011013900,2023,3,1123334.0,977863.1
3011013900,2023,4,1315938.5,613889.3
3011013900,2023,5,1194582.5,588943.5
3011013900,2023,6,1404867.6,708559.5
3011013900,2023,7,1238433.5,837315.25
3011013900,2023,8,1224983.2,1382304.6
3011013900,2023,9,1226258.4,1769030.9
3011013900,2023,10,1220715.4,2717389.0
3011013900,2023,11,1240197.1,2560662.8
3011013900,2023,12,1290078.0,3009863.5
3011014000,2023,1,442.8663,0.0
3011014000,2023,2,537.19324,0.0
3011014000,2023,3,567.9277,0.0
3011014000,2023,4,672.72705,0.0
3011014000,2023,5,769.5453,0.0
3011014000,2023,6,861.8892,0.0
3011014000,2023,7,665.18463,0.0
3011014000,2023,8,566.5419,0.0
3011014000,2023,9,642.41174,0.0
3011014000,2023,10,676.32416,0.0
3011014000,2023,11,707.5656,0.0
3011014000,2023,12,814.77875,0.0
3011014100,2023,1,8473.386,0.0
3011014100,2023,2,5397.311,0.0
3011014100,2023,3,3575.5051,0.0
3011014100,2023,4,2632.9336,0.0
3011014100,2023,5,2214.8516,0.0
3011014100,2023,6,2148.898,0.0
3011014100,2023,7,2250.283,0.0
3011014100,2023,8,3067.242,0.0
3011014100,2023,9,4391.5166,0.0
3011014100,2023,10,9187.931,0.0
3011014100,2023,11,9553.405,0.0
3011014100,2023,12,8161.637,0.0
3011014200,2023,1,1163644.5,2727.9307
3011014200,2023,2,1078569.1,1760.816
3011014200,2023,3,1105816.4,248.24881
3011014200,2023,4,1164010.8,129.26707
3011014200,2023,5,1128593.0,153.80861
3011014200,2023,6,1029298.44,271.01178
3011014200,2023,7,1010872.2,131.20506
3011014200,2023,8,1012023.5,131.20506
3011014200,2023,9,1085385.9,131.20506
3011014200,2023,10,1121130.1,2727.9307
3011014200,2023,11,1162655.0,2727.9307
3011014200,2023,12,1125566.4,2727.9307
3011014300,2023,1,44118.652,0.0
3011014300,2023,2,46370.242,0.0
3011014300,2023,3,47386.082,0.0
3011014300,2023,4,46936.43,0.0
3011014300,2023,5,43493.11,0.0
3011014300,2023,6,43658.3,0.0
3011014300,2023,7,43031.805,0.0
3011014300,2023,8,44502.81,0.0
3011014300,2023,9,47566.812,0.0
3011014300,2023,10,55361.89,0.0
3011014300,2023,11,55246.41,0.0
3011014300,2023,12,47224.395,0.0
3011014400,2023,1,329176.66,0.0
3011014400,2023,2,306882.1,0.0
3011014400,2023,3,294946.1,0.0
3011014400,2023,4,296632.72,0.0
3011014400,2023,5,296251.8,0.0
3011014400,2023,6,294201.28,0.0
3011014400,2023,7,293483.62,0.0
3011014400,2023,8,296328.75,0.0
3011014400,2023,9,300095.97,0.0
3011014400,2023,10,302247.75,0.0
3011014400,2023,11,302392.4,0.0
3011014400,2023,12,301298.4,0.0
3011014500,2023,1,472572.34,0.0
3011014500,2023,2,460431.3,0.0
3011014500,2023,3,460613.3,0.0
3011014500,2023,4,480642.22,0.0
3011014500,2023,5,446729.38,0.0
3011014500,2023,6,432223.66,0.0
3011014500,2023,7,419153.5,0.0
3011014500,2023,8,389885.03,0.0
3011014500,2023,9,400418.2,0.0
3011014500,2023,10,426418.75,0.0
3011014500,2023,11,445242.84,0.0
3011014500,2023,12,505688.88,0.0
3014010100,2023,1,2556682.5,330397.0
3014010100,2023,2,2195626.0,274029.94
3014010100,2023,3,2497752.8,255226.1
3014010100,2023,4,3059162.2,317096.9
3014010100,2023,5,3123715.0,340068.56
3014010100,2023,6,3058577.5,345170.06
3014010100,2023,7,2832355.0,349727.1
3014010100,2023,8,2378156.0,403407.03
3014010100,2023,9,2503715.0,426866.7
3014010100,2023,10,2528218.5,469427.84
3014010100,2023,11,2726388.5,551359.3
3014010100,2023,12,2964916.2,435744.7
3014010200,2023,1,4163788.5,2904489.2
3014010200,2023,2,3741482.2,1781595.2
3014010200,2023,3,3384940.0,1323236.4
3014010200,2023,4,3753688.2,1139784.9
3014010200,2023,5,3974194.2,1224672.4
3014010200,2023,6,4327246.5,1240052.4
3014010200,2023,7,3695333.8,1284135.8
3014010200,2023,8,3389922.5,1497453.6
3014010200,2023,9,3382457.0,1622327.5
3014010200,2023,10,3533580.8,3619336.5
3014010200,2023,11,3722382.0,3540963.8
3014010200,2023,12,3781707.5,3627834.8
3014010300,2023,1,2348604.0,3012195.5
3014010300,2023,2,2091985.8,1845055.0
3014010300,2023,3,2063875.2,1234268.6
3014010300,2023,4,2303514.2,1182916.8
3014010300,2023,5,2479089.2,1243150.8
3014010300,2023,6,2399616.5,1342833.4
3014010300,2023,7,2022190.9,1515377.9
3014010300,2023,8,2055170.5,1961327.9
3014010300,2023,9,2029195.0,2097012.1
3014010300,2023,10,2020247.0,2238980.8
3014010300,2023,11,2301859.5,2164106.8
3014010300,2023,12,2268848.5,2096799.5
3014010400,2023,1,2250482.8,3134998.8
3014010400,2023,2,2011715.8,3052327.5
3014010400,2023,3,2031332.2,2807798.5
3014010400,2023,4,2217403.8,2355260.8
3014010400,2023,5,2156376.8,2283614.8
3014010400,2023,6,2090316.5,2644055.8
3014010400,2023,7,1497105.8,2303289.5
3014010400,2023,8,1850662.1,2416322.8
3014010400,2023,9,1945718.6,2337673.5
3014010400,2023,10,2001794.6,2460659.8
3014010400,2023,11,2135855.0,2444476.8
3014010400,2023,12,2131228.0,2741926.5
3014010500,2023,1,5153719.0,5407023.5
3014010500,2023,2,4458137.5,5864819.0
3014010500,2023,3,4696722.5,5850707.5
3014010500,2023,4,5363039.0,5866528.0
3014010500,2023,5,6269101.5,5996685.0
3014010500,2023,6,5156867.0,5985550.5
3014010500,2023,7,4819017.5,5651786.0
3014010500,2023,8,4617486.5,5930556.0
3014010500,2023,9,4512653.5,6022441.5
3014010500,2023,10,4967997.0,6219004.5
3014010500,2023,11,4916164.5,6135105.0
3014010500,2023,12,5418301.5,6289077.0
3014010600,2023,1,785138.8,716053.2
3014010600,2023,2,704519.5,468577.7
3014010600,2023,3,739194.56,300722.53
3014010600,2023,4,913923.75,271513.22
3014010600,2023,5,1063301.8,266217.88
3014010600,2023,6,957435.0,300942.78
3014010600,2023,7,798691.7,389663.28
3014010600,2023,8,782657.9,609632.75
3014010600,2023,9,857900.2,531588.5
3014010600,2023,10,980494.9,666347.6
3014010600,2023,11,976465.5,634654.4
3014010600,2023,12,962036.94,623138.5
3014010700,2023,1,635106.0,267676.62
3014010700,2023,2,585913.2,179832.25
3014010700,2023,3,563170.7,200347.94
3014010700,2023,4,515283.8,195276.89
3014010700,2023,5,507359.5,195678.69
3014010700,2023,6,495602.62,171788.67
3014010700,2023,7,454239.1,163503.97
3014010700,2023,8,438753.72,175754.11
3014010700,2023,9,458809.53,160969.55
3014010700,2023,10,492096.5,197040.75
3014010700,2023,11,476302.0,190730.5
3014010700,2023,12,474374.16,180022.75
3014010800,2023,1,357304.84,108462.89
3014010800,2023,2,293487.4,80856.44
3014010800,2023,3,293967.78,97163.805
3014010800,2023,4,320105.53,113666.92
3014010800,2023,5,339740.25,116237.3
3014010800,2023,6,314718.2,101584.48
3014010800,2023,7,290623.94,83434.1
3014010800,2023,8,285372.72,81376.31
3014010800,2023,9,290795.72,105103.93
3014010800,2023,10,301906.16,84676.13
3014010800,2023,11,300062.88,98571.26
3014010800,2023,12,320953.53,107398.58
3014010900,2023,1,480944.9,509582.8
3014010900,2023,2,409932.2,274532.38
3014010900,2023,3,390226.84,172526.17
3014010900,2023,4,356561.44,177596.12
3014010900,2023,5,380949.12,172723.25
3014010900,2023,6,340033.78,153181.6
3014010900,2023,7,312917.1,159375.03
3014010900,2023,8,313473.1,157098.88
3014010900,2023,9,292263.1,192951.5
3014010900,2023,10,326189.34,232693.77
3014010900,2023,11,330561.75,268151.1
3014010900,2023,12,349308.16,304371.06
3014011000,2023,1,3509015.5,2217740.2
3014011000,2023,2,3154964.8,2238100.0
3014011000,2023,3,3125912.2,2241323.0
3014011000,2023,4,3474105.8,2284599.8
3014011000,2023,5,3994084.8,2311851.0
3014011000,2023,6,3880533.8,2267065.5
3014011000,2023,7,3332530.2,2402845.8
3014011000,2023,8,3371002.8,2340166.2
3014011000,2023,9,3240966.8,2327379.2
3014011000,2023,10,3296415.2,2321981.5
3014011000,2023,11,3441888.0,2315996.5
3014011000,2023,12,3441806.0,2371281.2
3014011100,2023,1,1153404.9,1099735.1
3014011100,2023,2,1121612.9,878113.2
3014011100,2023,3,1177538.4,876973.2
3014011100,2023,4,1298248.8,527093.1
3014011100,2023,5,1229914.4,418489.8
3014011100,2023,6,1254155.0,352973.7
3014011100,2023,7,1161484.0,435842.84
3014011100,2023,8,1139315.2,607222.56
3014011100,2023,9,1174444.1,583769.6
3014011100,2023,10,1173933.1,628490.56
3014011100,2023,11,1202551.4,589727.56
3014011100,2023,12,1266762.2,718338.25
3014011200,2023,1,1332062.9,1477017.1
3014011200,2023,2,1145149.0,867029.44
3014011200,2023,3,1111662.9,530124.44
3014011200,2023,4,1335403.4,391885.28
3014011200,2023,5,1486740.9,304861.1
3014011200,2023,6,1337037.9,402477.4
3014011200,2023,7,1283746.6,456583.97
3014011200,2023,8,1084445.8,490072.22
3014011200,2023,9,1134272.4,718575.5
3014011200,2023,10,1192595.4,1587908.9
3014011200,2023,11,1242293.6,1611615.6
3014011200,2023,12,1365691.2,1774153.6
3014011300,2023,1,5572280.5,3894170.2
3014011300,2023,2,5360932.5,2308368.5
3014011300,2023,3,5347715.0,1329691.8
3014011300,2023,4,5554590.0,1346378.6
3014011300,2023,5,5982844.5,1668474.2
3014011300,2023,6,6355663.5,1619557.5
3014011300,2023,7,5683653.0,1641175.0
3014011300,2023,8,5191818.0,2432409.0
