ADDR_CD,YEAR,MONTH,pre_ele_usa,pre_gas_usa,pre_ele_emi,pre_gas_emi
3011010400,2023,6,1255979.4,523306.6,521.2,105.7
3011010400,2023,7,1216751.9,682909.44,505.0,137.9
3011010400,2023,8,1193733.4,737157.94,495.4,148.9
3011010400,2023,9,1205722.9,1068708.5,500.4,215.9
3011010400,2023,10,688540.2,2810845.0,285.7,567.8
3011010400,2023,11,1212529.8,2749930.8,503.2,555.5
3011010400,2023,12,1217438.8,2767413.8,505.2,559.0
3011010500,2023,1,3923273.0,3949278.2,1628.2,797.8
3011010500,2023,2,3490957.8,2735098.8,1448.7,552.5
3011010500,2023,3,3637654.2,2460626.5,1509.6,497.0
3011010500,2023,4,3926128.0,2608620.5,1629.3,526.9
3011010500,2023,5,4352408.0,2545527.0,1806.2,514.2
3011010500,2023,6,4603573.5,2076670.2,1910.5,419.5
3011010500,2023,7,3814712.2,2041094.0,1583.1,412.3
3011010500,2023,8,3452762.0,2366303.5,1432.9,478.0
3011010500,2023,9,3488480.0,2366644.2,1447.7,478.1
3011010500,2023,10,3580295.0,2396541.2,1485.8,484.1
3011010500,2023,11,3633802.2,2376946.2,1508.0,480.1
3011010500,2023,12,3903623.0,2269532.2,1620.0,458.4
3011010600,2023,1,1141524.6,945264.06,473.7,190.9
3011010600,2023,2,1051182.5,868837.0,436.2,175.5
3011010600,2023,3,1039898.8,980790.9,431.6,198.1
3011010600,2023,4,956117.9,1228579.8,396.8,248.2
3011010600,2023,5,1071836.1,1496940.9,444.8,302.4
3011010600,2023,6,1002775.2,1110504.1,416.2,224.3
3011010600,2023,7,875026.5,1130148.2,363.1,228.3
3011010600,2023,8,885990.3,1422795.8,367.7,287.4
3011010600,2023,9,909498.94,1343306.6,377.4,271.3
3011010600,2023,10,942697.9,1526545.2,391.2,308.4
3011010600,2023,11,1013798.2,1487074.4,420.7,300.4
3011010600,2023,12,1055055.1,1431786.6,437.8,289.2
3011010700,2023,1,3067320.5,5830085.0,1272.9,1177.7
3011010700,2023,2,2961949.5,3497410.5,1229.2,706.5
3011010700,2023,3,2409625.2,2072612.8,1000.0,418.7
3011010700,2023,4,2634452.2,1267431.2,1093.3,256.0
3011010700,2023,5,2832968.5,1017871.7,1175.7,205.6
3011010700,2023,6,2762767.8,1245439.4,1146.5,251.6
3011010700,2023,7,2681471.0,1868356.4,1112.8,377.4
3011010700,2023,8,2575401.5,2274682.0,1068.8,459.5
3011010700,2023,9,2584197.5,3071872.5,1072.4,620.5
3011010700,2023,10,2423025.8,5658449.0,1005.6,1143.0
3011010700,2023,11,2431008.5,6329315.0,1008.9,1278.5
3011010700,2023,12,2663670.5,6659324.0,1105.4,1345.2
3011010800,2023,1,163539.7,116581.06,67.9,23.5
3011010800,2023,2,134783.11,76343.305,55.9,15.4
3011010800,2023,3,88693.94,64969.54,36.8,13.1
3011010800,2023,4,87610.09,121095.445,36.4,24.5
3011010800,2023,5,99420.94,118803.74,41.3,24.0
3011010800,2023,6,95931.414,72030.195,39.8,14.6
3011010800,2023,7,88449.08,62398.36,36.7,12.6
3011010800,2023,8,104105.97,79583.03,43.2,16.1
3011010800,2023,9,143925.11,90514.7,59.7,18.3
3011010800,2023,10,174885.73,221865.05,72.6,44.8
3011010800,2023,11,167949.16,188916.69,69.7,38.2
3011010800,2023,12,189484.3,162316.39,78.6,32.8
3011010900,2023,1,3728195.0,6093540.0,1547.2,1230.9
3011010900,2023,2,3451999.8,4697211.5,1432.6,948.8
3011010900,2023,3,3419365.8,4638336.0,1419.0,936.9
3011010900,2023,4,3274120.2,4550984.0,1358.8,919.3
3011010900,2023,5,3477842.8,4537111.5,1443.3,916.5
3011010900,2023,6,3254109.2,4600137.5,1350.5,929.2
3011010900,2023,7,3187741.5,5205258.0,1322.9,1051.5
3011010900,2023,8,3240904.8,6269322.0,1345.0,1266.4
3011010900,2023,9,3207543.8,6457199.0,1331.1,1304.4
3011010900,2023,10,3365261.2,6416810.0,1396.6,1296.2
3011010900,2023,11,3392774.5,6517318.0,1408.0,1316.5
3011010900,2023,12,3432429.5,6362835.0,1424.5,1285.3
3011011000,2023,1,1620453.8,2773419.2,672.5,560.2
3011011000,2023,2,1599963.9,2887762.2,664.0,583.3
3011011000,2023,3,1638868.0,3383422.5,680.1,683.5
3011011000,2023,4,1934722.9,3472270.2,802.9,701.4
3011011000,2023,5,1930152.4,3683511.8,801.0,744.1
3011011000,2023,6,1916815.9,3972640.5,795.5,802.5
3011011000,2023,7,1815591.8,3429642.2,753.5,692.8
3011011000,2023,8,1544481.2,3284098.8,641.0,663.4
3011011000,2023,9,1520834.8,3620483.8,631.1,731.3
3011011000,2023,10,1689919.2,3962003.8,701.3,800.3
3011011000,2023,11,1784053.9,3965761.8,740.4,801.1
3011011000,2023,12,1764104.4,4030224.0,732.1,814.1
3011011100,2023,1,1119536.5,1873282.9,464.6,378.4
3011011100,2023,2,1039988.2,1583787.5,431.6,319.9
3011011100,2023,3,1080184.9,1544993.9,448.3,312.1
3011011100,2023,4,1206539.4,1781371.8,500.7,359.8
3011011100,2023,5,1345653.5,1852167.2,558.4,374.1
3011011100,2023,6,1349354.5,1768386.6,560.0,357.2
3011011100,2023,7,1093441.4,1228974.9,453.8,248.3
3011011100,2023,8,1038712.2,1446917.1,431.1,292.3
3011011100,2023,9,1010888.94,1517181.6,419.5,306.5
3011011100,2023,10,1040832.3,2098949.5,431.9,424.0
3011011100,2023,11,1074592.5,2167630.8,446.0,437.9
3011011100,2023,12,1100244.5,1900114.9,456.6,383.8
3011011200,2023,1,143231.34,266621.22,59.4,53.9
3011011200,2023,2,135172.7,173735.89,56.1,35.1
3011011200,2023,3,142411.64,157210.0,59.1,31.8
3011011200,2023,4,168899.55,436813.4,70.1,88.2
3011011200,2023,5,176293.55,159877.67,73.2,32.3
3011011200,2023,6,133742.97,158710.22,55.5,32.1
3011011200,2023,7,121048.1,173556.56,50.2,35.1
3011011200,2023,8,121347.09,258776.47,50.4,52.3
3011011200,2023,9,136998.44,451767.2,56.9,91.3
3011011200,2023,10,141264.12,484975.8,58.6,98.0
3011011200,2023,11,141821.1,514767.53,58.9,104.0
3011011200,2023,12,137068.0,281814.38,56.9,56.9
3011011300,2023,1,1076145.0,25385.64,446.6,5.1
3011011300,2023,2,965035.9,17324.074,400.5,3.5
3011011300,2023,3,960912.0,16935.152,398.8,3.4
3011011300,2023,4,992471.06,18893.363,411.9,3.8
3011011300,2023,5,981854.56,21129.676,407.5,4.3
3011011300,2023,6,1039025.56,19254.127,431.2,3.9
3011011300,2023,7,1045632.75,18873.426,433.9,3.8
3011011300,2023,8,1041245.75,22150.38,432.1,4.5
3011011300,2023,9,987145.4,28435.682,409.7,5.7
3011011300,2023,10,953229.75,30178.486,395.6,6.1
3011011300,2023,11,980453.0,30800.504,406.9,6.2
3011011300,2023,12,963432.3,29847.035,399.8,6.0
3011011400,2023,1,3643998.5,4222130.0,1512.3,852.9
3011011400,2023,2,3564247.2,2522883.8,1479.2,509.6
3011011400,2023,3,3561183.2,1885695.8,1477.9,380.9
3011011400,2023,4,3431229.5,1461745.2,1424.0,295.3
3011011400,2023,5,3538515.0,1330876.6,1468.5,268.8
3011011400,2023,6,3597986.8,1491440.2,1493.2,301.3
3011011400,2023,7,3435289.8,1587359.9,1425.6,320.6
3011011400,2023,8,3149346.8,1725921.9,1307.0,348.6
3011011400,2023,9,3174193.8,1804473.0,1317.3,364.5
3011011400,2023,10,3367996.5,4463320.0,1397.7,901.6
3011011400,2023,11,3520272.0,4714070.0,1460.9,952.2
3011011400,2023,12,3542730.5,4529798.0,1470.2,915.0
3011011500,2023,1,6097288.5,3927284.0,2530.4,793.3
3011011500,2023,2,5559720.5,3300042.2,2307.3,666.6
3011011500,2023,3,5954928.0,2034559.8,2471.3,411.0
3011011500,2023,4,7035005.5,2126081.0,2919.5,429.5
3011011500,2023,5,7563108.0,2079345.8,3138.7,420.0
3011011500,2023,6,7279553.0,2042840.9,3021.0,412.7
3011011500,2023,7,6194849.5,2085990.1,2570.9,421.4
3011011500,2023,8,5751226.5,2314919.0,2386.8,467.6
3011011500,2023,9,5771655.0,2815819.8,2395.2,568.8
3011011500,2023,10,6168360.0,3009384.8,2559.9,607.9
3011011500,2023,11,7379219.0,3425892.2,3062.4,692.0
3011011500,2023,12,7351820.5,3619958.5,3051.0,731.2
3011011600,2023,1,2190644.2,2450057.8,909.1,494.9
3011011600,2023,2,2052061.4,1670620.9,851.6,337.5
3011011600,2023,3,2046742.2,1184177.4,849.4,239.2
3011011600,2023,4,2326669.2,1003788.06,965.6,202.8
3011011600,2023,5,2300635.5,945914.6,954.8,191.1
3011011600,2023,6,2248901.5,996426.75,933.3,201.3
3011011600,2023,7,2070969.1,969185.44,859.5,195.8
3011011600,2023,8,1955437.1,1021032.7,811.5,206.2
3011011600,2023,9,1862903.8,1361737.6,773.1,275.1
3011011600,2023,10,1887029.0,2471805.5,783.1,499.3
3011011600,2023,11,2139853.5,2845792.5,888.0,574.9
3011011600,2023,12,2254963.5,2922278.5,935.8,590.3
3011011700,2023,1,1563810.5,1984586.5,649.0,400.9
3011011700,2023,2,1516372.8,1266686.6,629.3,255.9
3011011700,2023,3,1550911.0,1047228.8,643.6,211.5
3011011700,2023,4,1547598.6,1509980.5,642.3,305.0
3011011700,2023,5,1759167.0,1416013.6,730.1,286.0
3011011700,2023,6,1683195.0,1270712.9,698.5,256.7
3011011700,2023,7,1474888.2,1356533.2,612.1,274.0
3011011700,2023,8,1384717.2,1322998.6,574.7,267.2
3011011700,2023,9,1266743.1,1244129.4,525.7,251.3
3011011700,2023,10,1333527.4,1554283.8,553.4,314.0
3011011700,2023,11,1416340.0,1406913.1,587.8,284.2
3011011700,2023,12,1490406.9,1844722.8,618.5,372.6
3011011800,2023,1,2293333.2,2596390.5,951.7,524.5
3011011800,2023,2,2169448.5,1562000.2,900.3,315.5
3011011800,2023,3,2183216.5,973390.06,906.0,196.6
3011011800,2023,4,2259180.2,938019.0,937.6,189.5
3011011800,2023,5,2289208.2,882733.44,950.0,178.3
3011011800,2023,6,2382699.0,988899.5,988.8,199.8
3011011800,2023,7,2046331.4,933250.56,849.2,188.5
3011011800,2023,8,1931893.2,1452502.8,801.7,293.4
3011011800,2023,9,1980026.5,1805043.5,821.7,364.6
3011011800,2023,10,1869164.1,2261068.0,775.7,456.7
3011011800,2023,11,1946719.6,2276338.8,807.9,459.8
3011011800,2023,12,1938300.9,2576244.2,804.4,520.4
3011011900,2023,1,724580.4,293497.44,300.7,59.3
3011011900,2023,2,602325.1,181716.58,250.0,36.7
3011011900,2023,3,631844.0,200545.73,262.2,40.5
3011011900,2023,4,653829.56,251207.5,271.3,50.7
3011011900,2023,5,747858.1,238169.45,310.4,48.1
3011011900,2023,6,746425.56,200326.28,309.8,40.5
3011011900,2023,7,624970.56,182445.9,259.4,36.9
3011011900,2023,8,612967.06,229994.05,254.4,46.5
3011011900,2023,9,640478.4,295428.03,265.8,59.7
3011011900,2023,10,707254.5,321464.6,293.5,64.9
3011011900,2023,11,805416.44,549702.2,334.2,111.0
3011011900,2023,12,878755.8,490823.1,364.7,99.1
3011012000,2023,1,1168174.6,245285.48,484.8,49.5
3011012000,2023,2,1005775.4,210357.83,417.4,42.5
3011012000,2023,3,953650.3,185529.67,395.8,37.5
3011012000,2023,4,999890.5,226308.47,415.0,45.7
3011012000,2023,5,1032000.5,227546.11,428.3,46.0
3011012000,2023,6,972055.2,236195.75,403.4,47.7
3011012000,2023,7,977228.44,202978.69,405.5,41.0
3011012000,2023,8,953855.3,170664.1,395.8,34.5
3011012000,2023,9,950726.2,264404.5,394.6,53.4
3011012000,2023,10,996268.1,291644.34,413.5,58.9
3011012000,2023,11,981660.25,271467.0,407.4,54.8
3011012000,2023,12,960014.3,243887.4,398.4,49.3
3011012100,2023,1,43251.88,0.0,17.9,0.0
3011012100,2023,2,30302.822,0.0,12.6,0.0
3011012100,2023,3,23761.191,0.0,9.9,0.0
3011012100,2023,4,25725.49,0.0,10.7,0.0
3011012100,2023,5,27334.084,0.0,11.3,0.0
3011012100,2023,6,29236.951,0.0,12.1,0.0
3011012100,2023,7,26148.44,0.0,10.9,0.0
3011012100,2023,8,26341.537,0.0,10.9,0.0
3011012100,2023,9,38063.727,0.0,15.8,0.0
3011012100,2023,10,41286.45,0.0,17.1,0.0
3011012100,2023,11,43296.453,0.0,18.0,0.0
3011012100,2023,12,52701.434,0.0,21.9,0.0
3011012200,2023,1,25238.238,0.0,10.5,0.0
3011012200,2023,2,22282.996,0.0,9.2,0.0
3011012200,2023,3,21625.25,0.0,9.0,0.0
3011012200,2023,4,24777.225,0.0,10.3,0.0
3011012200,2023,5,26751.023,0.0,11.1,0.0
3011012200,2023,6,24309.518,0.0,10.1,0.0
3011012200,2023,7,20761.342,0.0,8.6,0.0
3011012200,2023,8,21168.523,0.0,8.8,0.0
3011012200,2023,9,23161.6,0.0,9.6,0.0
3011012200,2023,10,25212.248,0.0,10.5,0.0
3011012200,2023,11,25041.45,0.0,10.4,0.0
3011012200,2023,12,21820.346,0.0,9.1,0.0
3011012300,2023,1,7806.6064,0.0,3.2,0.0
3011012300,2023,2,6787.673,0.0,2.8,0.0
3011012300,2023,3,5224.851,0.0,2.2,0.0
3011012300,2023,4,5569.4097,0.0,2.3,0.0
3011012300,2023,5,5937.585,0.0,2.5,0.0
3011012300,2023,6,5625.2656,0.0,2.3,0.0
3011012300,2023,7,5340.63,0.0,2.2,0.0
3011012300,2023,8,5454.8105,0.0,2.3,0.0
3011012300,2023,9,6607.9404,0.0,2.7,0.0
3011012300,2023,10,8614.663,0.0,3.6,0.0
3011012300,2023,11,10018.271,0.0,4.2,0.0
3011012300,2023,12,7083.167,0.0,2.9,0.0
3011012500,2023,1,15840.154,0.0,6.6,0.0
3011012500,2023,2,13752.759,0.0,5.7,0.0
3011012500,2023,3,10885.733,0.0,4.5,0.0
3011012500,2023,4,12535.67,0.0,5.2,0.0
3011012500,2023,5,12134.68,0.0,5.0,0.0
3011012500,2023,6,10919.991,0.0,4.5,0.0
3011012500,2023,7,11255.982,0.0,4.7,0.0
3011012500,2023,8,13763.134,0.0,5.7,0.0
3011012500,2023,9,17718.572,0.0,7.4,0.0
3011012500,2023,10,18336.027,0.0,7.6,0.0
3011012500,2023,11,16784.62,0.0,7.0,0.0
3011012500,2023,12,12082.588,0.0,5.0,0.0
3011012600,2023,1,32283.762,0.0,13.4,0.0
3011012600,2023,2,23186.342,0.0,9.6,0.0
3011012600,2023,3,16861.676,0.0,7.0,0.0
3011012600,2023,4,16965.217,0.0,7.0,0.0
3011012600,2023,5,16951.703,0.0,7.0,0.0
3011012600,2023,6,17195.598,0.0,7.1,0.0
3011012600,2023,7,17557.367,0.0,7.3,0.0
3011012600,2023,8,17550.002,0.0,7.3,0.0
3011012600,2023,9,27059.127,0.0,11.2,0.0
3011012600,2023,10,31079.684,0.0,12.9,0.0
3011012600,2023,11,39864.484,0.0,16.5,0.0
3011012600,2023,12,41473.98,0.0,17.2,0.0
3011012700,2023,1,7317.758,0.0,3.0,0.0
3011012700,2023,2,4241.261,0.0,1.8,0.0
3011012700,2023,3,2266.2214,0.0,0.9,0.0
3011012700,2023,4,1994.9124,0.0,0.8,0.0
3011012700,2023,5,1999.512,0.0,0.8,0.0
3011012700,2023,6,1963.5972,0.0,0.8,0.0
3011012700,2023,7,1543.9165,0.0,0.6,0.0
3011012700,2023,8,2143.0576,0.0,0.9,0.0
3011012700,2023,9,2572.0107,0.0,1.1,0.0
3011012700,2023,10,5724.481,0.0,2.4,0.0
3011012700,2023,11,7688.0234,0.0,3.2,0.0
3011012700,2023,12,6611.054,0.0,2.7,0.0
3011012800,2023,1,146579.0,0.0,60.8,0.0
3011012800,2023,2,127044.43,0.0,52.7,0.0
3011012800,2023,3,129893.88,0.0,53.9,0.0
3011012800,2023,4,136148.12,0.0,56.5,0.0
3011012800,2023,5,138361.03,0.0,57.4,0.0
3011012800,2023,6,143724.27,0.0,59.6,0.0
3011012800,2023,7,135747.08,0.0,56.3,0.0
3011012800,2023,8,136339.67,0.0,56.6,0.0
3011012800,2023,9,140791.31,0.0,58.4,0.0
3011012800,2023,10,143833.58,0.0,59.7,0.0
3011012800,2023,11,149346.45,0.0,62.0,0.0
3011012800,2023,12,150113.0,0.0,62.3,0.0
3011012900,2023,1,27837.807,0.0,11.6,0.0
3011012900,2023,2,22163.549,0.0,9.2,0.0
3011012900,2023,3,19246.125,0.0,8.0,0.0
3011012900,2023,4,25452.867,0.0,10.6,0.0
3011012900,2023,5,23593.77,0.0,9.8,0.0
3011012900,2023,6,24374.652,0.0,10.1,0.0
3011012900,2023,7,23032.682,0.0,9.6,0.0
3011012900,2023,8,22916.639,0.0,9.5,0.0
3011012900,2023,9,24936.453,0.0,10.3,0.0
3011012900,2023,10,27936.36,0.0,11.6,0.0
3011012900,2023,11,33035.74,0.0,13.7,0.0
3011012900,2023,12,34689.15,0.0,14.4,0.0
3011013000,2023,1,41829.086,0.0,17.4,0.0
3011013000,2023,2,40464.34,0.0,16.8,0.0
3011013000,2023,3,39312.605,0.0,16.3,0.0
3011013000,2023,4,39732.242,0.0,16.5,0.0
3011013000,2023,5,39760.46,0.0,16.5,0.0
3011013000,2023,6,39463.48,0.0,16.4,0.0
3011013000,2023,7,38540.33,0.0,16.0,0.0
3011013000,2023,8,38637.01,0.0,16.0,0.0
3011013000,2023,9,39375.695,0.0,16.3,0.0
3011013000,2023,10,44587.426,0.0,18.5,0.0
3011013000,2023,11,44701.53,0.0,18.6,0.0
3011013000,2023,12,41150.117,0.0,17.1,0.0
3011013100,2023,1,29485.934,0.0,12.2,0.0
3011013100,2023,2,84973.45,0.0,35.3,0.0
3011013100,2023,3,143616.08,0.0,59.6,0.0
3011013100,2023,4,142937.1,0.0,59.3,0.0
3011013100,2023,5,139275.55,0.0,57.8,0.0
3011013100,2023,6,141412.3,0.0,58.7,0.0
3011013100,2023,7,138068.56,0.0,57.3,0.0
3011013100,2023,8,99040.17,0.0,41.1,0.0
3011013100,2023,9,90443.14,0.0,37.5,0.0
3011013100,2023,10,83226.805,0.0,34.5,0.0
3011013100,2023,11,79957.0,0.0,33.2,0.0
3011013100,2023,12,52501.305,0.0,21.8,0.0
3011013200,2023,1,1596.7144,0.0,0.7,0.0
3011013200,2023,2,1640.6365,0.0,0.7,0.0
3011013200,2023,3,1538.5027,0.0,0.6,0.0
3011013200,2023,4,1024.9525,0.0,0.4,0.0
3011013200,2023,5,1742.6824,0.0,0.7,0.0
3011013200,2023,6,1578.0802,0.0,0.7,0.0
3011013200,2023,7,716.62415,0.0,0.3,0.0
3011013200,2023,8,723.3202,0.0,0.3,0.0
3011013200,2023,9,505.13388,0.0,0.2,0.0
3011013200,2023,10,434.20724,0.0,0.2,0.0
3011013200,2023,11,769.1269,0.0,0.3,0.0
3011013200,2023,12,1044.4523,0.0,0.4,0.0
3011013300,2023,1,271.99133,0.0,0.1,0.0
3011013300,2023,2,270.98535,0.0,0.1,0.0
3011013300,2023,3,265.01007,0.0,0.1,0.0
3011013300,2023,4,271.02377,0.0,0.1,0.0
3011013300,2023,5,263.8292,0.0,0.1,0.0
3011013300,2023,6,285.56445,0.0,0.1,0.0
3011013300,2023,7,269.44092,0.0,0.1,0.0
3011013300,2023,8,267.89517,0.0,0.1,0.0
3011013300,2023,9,271.63715,0.0,0.1,0.0
3011013300,2023,10,267.58563,0.0,0.1,0.0
3011013300,2023,11,266.5542,0.0,0.1,0.0
3011013300,2023,12,273.6142,0.0,0.1,0.0
3011013400,2023,1,7078.4106,0.0,2.9,0.0
3011013400,2023,2,5661.558,0.0,2.3,0.0
3011013400,2023,3,4407.571,0.0,1.8,0.0
3011013400,2023,4,3424.2803,0.0,1.4,0.0
3011013400,2023,5,3527.9587,0.0,1.5,0.0
3011013400,2023,6,3474.7888,0.0,1.4,0.0
3011013400,2023,7,3404.7358,0.0,1.4,0.0
3011013400,2023,8,4204.7603,0.0,1.7,0.0
3011013400,2023,9,6663.4204,0.0,2.8,0.0
3011013400,2023,10,8460.901,0.0,3.5,0.0
3011013400,2023,11,8622.555,0.0,3.6,0.0
3011013400,2023,12,7929.201,0.0,3.3,0.0
3011013500,2023,1,7318.0435,0.0,3.0,0.0
3011013500,2023,2,6612.083,0.0,2.7,0.0
3011013500,2023,3,5319.0615,0.0,2.2,0.0
3011013500,2023,4,5829.0225,0.0,2.4,0.0
3011013500,2023,5,4983.2144,0.0,2.1,0.0
3011013500,2023,6,4899.159,0.0,2.0,0.0
3011013500,2023,7,4633.2334,0.0,1.9,0.0
3011013500,2023,8,4984.398,0.0,2.1,0.0
3011013500,2023,9,5698.1646,0.0,2.4,0.0
3011013500,2023,10,6339.841,0.0,2.6,0.0
3011013500,2023,11,6345.923,0.0,2.6,0.0
3011013500,2023,12,6503.3633,0.0,2.7,0.0
3011013600,2023,1,1931932.5,2137985.0,801.8,431.9
3011013600,2023,2,1779498.9,1300872.4,738.5,262.8
3011013600,2023,3,1742568.5,676810.4,723.2,136.7
3011013600,2023,4,2031433.1,565437.5,843.0,114.2
3011013600,2023,5,2240472.5,547794.25,929.8,110.7
3011013600,2023,6,2356392.0,689542.2,977.9,139.3
3011013600,2023,7,1880364.4,1006834.75,780.4,203.4
3011013600,2023,8,1833591.9,1441873.1,760.9,291.3
3011013600,2023,9,1811933.6,2215649.5,752.0,447.6
3011013600,2023,10,1889805.4,2562616.5,784.3,517.6
3011013600,2023,11,1874934.9,3246186.2,778.1,655.7
3011013600,2023,12,2051143.2,3720145.8,851.2,751.5
3011013700,2023,1,326015.94,0.0,135.3,0.0
3011013700,2023,2,300367.0,0.0,124.7,0.0
3011013700,2023,3,286526.78,0.0,118.9,0.0
3011013700,2023,4,289605.12,0.0,120.2,0.0
3011013700,2023,5,301369.72,0.0,125.1,0.0
3011013700,2023,6,317681.84,0.0,131.8,0.0
3011013700,2023,7,292113.72,0.0,121.2,0.0
3011013700,2023,8,296711.53,0.0,123.1,0.0
3011013700,2023,9,298286.0,0.0,123.8,0.0
3011013700,2023,10,293636.44,0.0,121.9,0.0
3011013700,2023,11,292351.66,0.0,121.3,0.0
3011013700,2023,12,295714.34,0.0,122.7,0.0
3011013800,2023,1,66090.586,0.0,27.4,0.0
3011013800,2023,2,51279.383,0.0,21.3,0.0
3011013800,2023,3,39397.418,0.0,16.3,0.0
3011013800,2023,4,45472.094,0.0,18.9,0.0
3011013800,2023,5,48610.42,0.0,20.2,0.0
3011013800,2023,6,45284.04,0.0,18.8,0.0
3011013800,2023,7,34980.824,0.0,14.5,0.0
3011013800,2023,8,40511.84,0.0,16.8,0.0
3011013800,2023,9,47984.25,0.0,19.9,0.0
3011013800,2023,10,51296.426,0.0,21.3,0.0
3011013800,2023,11,52358.207,0.0,21.7,0.0
3011013800,2023,12,48970.19,0.0,20.3,0.0
3011013900,2023,1,1389373.1,2286374.2,576.6,461.8
3011013900,2023,2,1320881.6,1380126.6,548.2,278.8
3011013900,2023,3,1123334.0,977863.1,466.2,197.5
3011013900,2023,4,1315938.5,613889.3,546.1,124.0
3011013900,2023,5,1194582.5,588943.5,495.8,119.0
3011013900,2023,6,1404867.6,708559.5,583.0,143.1
3011013900,2023,7,1238433.5,837315.25,513.9,169.1
3011013900,2023,8,1224983.2,1382304.6,508.4,279.2
3011013900,2023,9,1226258.4,1769030.9,508.9,357.3
3011013900,2023,10,1220715.4,2717389.0,506.6,548.9
3011013900,2023,11,1240197.1,2560662.8,514.7,517.3
3011013900,2023,12,1290078.0,3009863.5,535.4,608.0
3011014000,2023,1,442.8663,0.0,0.2,0.0
3011014000,2023,2,537.19324,0.0,0.2,0.0
3011014000,2023,3,567.9277,0.0,0.2,0.0
3011014000,2023,4,672.72705,0.0,0.3,0.0
3011014000,2023,5,769.5453,0.0,0.3,0.0
3011014000,2023,6,861.8892,0.0,0.4,0.0
3011014000,2023,7,665.18463,0.0,0.3,0.0
3011014000,2023,8,566.5419,0.0,0.2,0.0
3011014000,2023,9,642.41174,0.0,0.3,0.0
3011014000,2023,10,676.32416,0.0,0.3,0.0
3011014000,2023,11,707.5656,0.0,0.3,0.0
3011014000,2023,12,814.77875,0.0,0.3,0.0
3011014100,2023,1,8473.386,0.0,3.5,0.0
3011014100,2023,2,5397.311,0.0,2.2,0.0
3011014100,2023,3,3575.5051,0.0,1.5,0.0
3011014100,2023,4,2632.9336,0.0,1.1,0.0
3011014100,2023,5,2214.8516,0.0,0.9,0.0
3011014100,2023,6,2148.898,0.0,0.9,0.0
3011014100,2023,7,2250.283,0.0,0.9,0.0
3011014100,2023,8,3067.242,0.0,1.3,0.0
3011014100,2023,9,4391.5166,0.0,1.8,0.0
3011014100,2023,10,9187.931,0.0,3.8,0.0
3011014100,2023,11,9553.405,0.0,4.0,0.0
3011014100,2023,12,8161.637,0.0,3.4,0.0
3011014200,2023,1,1163644.5,2727.9307,482.9,0.6
3011014200,2023,2,1078569.1,1760.816,447.6,0.4
3011014200,2023,3,1105816.4,248.24881,458.9,0.1
3011014200,2023,4,1164010.8,129.26707,483.1,0.0
3011014200,2023,5,1128593.0,153.80861,468.4,0.0
3011014200,2023,6,1029298.44,271.01178,427.2,0.1
3011014200,2023,7,1010872.2,131.20506,419.5,0.0
