ADDR_CD,YEAR,MONTH,pre_ele_usa,pre_gas_usa,pre_ele_emi,pre_gas_emi
3011014200,2023,8,1012023.5,131.20506,420.0,0.0
3011014200,2023,9,1085385.9,131.20506,450.4,0.0
3011014200,2023,10,1121130.1,2727.9307,465.3,0.6
3011014200,2023,11,1162655.0,2727.9307,482.5,0.6
3011014200,2023,12,1125566.4,2727.9307,467.1,0.6
3011014300,2023,1,44118.652,0.0,18.3,0.0
3011014300,2023,2,46370.242,0.0,19.2,0.0
3011014300,2023,3,47386.082,0.0,19.7,0.0
3011014300,2023,4,46936.43,0.0,19.5,0.0
3011014300,2023,5,43493.11,0.0,18.0,0.0
3011014300,2023,6,43658.3,0.0,18.1,0.0
3011014300,2023,7,43031.805,0.0,17.9,0.0
3011014300,2023,8,44502.81,0.0,18.5,0.0
3011014300,2023,9,47566.812,0.0,19.7,0.0
3011014300,2023,10,55361.89,0.0,23.0,0.0
3011014300,2023,11,55246.41,0.0,22.9,0.0
3011014300,2023,12,47224.395,0.0,19.6,0.0
3011014400,2023,1,329176.66,0.0,136.6,0.0
3011014400,2023,2,306882.1,0.0,127.4,0.0
3011014400,2023,3,294946.1,0.0,122.4,0.0
3011014400,2023,4,296632.72,0.0,123.1,0.0
3011014400,2023,5,296251.8,0.0,122.9,0.0
3011014400,2023,6,294201.28,0.0,122.1,0.0
3011014400,2023,7,293483.62,0.0,121.8,0.0
3011014400,2023,8,296328.75,0.0,123.0,0.0
3011014400,2023,9,300095.97,0.0,124.5,0.0
3011014400,2023,10,302247.75,0.0,125.4,0.0
3011014400,2023,11,302392.4,0.0,125.5,0.0
3011014400,2023,12,301298.4,0.0,125.0,0.0
3011014500,2023,1,472572.34,0.0,196.1,0.0
3011014500,2023,2,460431.3,0.0,191.1,0.0
3011014500,2023,3,460613.3,0.0,191.2,0.0
3011014500,2023,4,480642.22,0.0,199.5,0.0
3011014500,2023,5,446729.38,0.0,185.4,0.0
3011014500,2023,6,432223.66,0.0,179.4,0.0
3011014500,2023,7,419153.5,0.0,173.9,0.0
3011014500,2023,8,389885.03,0.0,161.8,0.0
3011014500,2023,9,400418.2,0.0,166.2,0.0
3011014500,2023,10,426418.75,0.0,177.0,0.0
3011014500,2023,11,445242.84,0.0,184.8,0.0
3011014500,2023,12,505688.88,0.0,209.9,0.0
3014010100,2023,1,2556682.5,330397.0,1061.0,66.7
3014010100,2023,2,2195626.0,274029.94,911.2,55.4
3014010100,2023,3,2497752.8,255226.1,1036.6,51.6
3014010100,2023,4,3059162.2,317096.9,1269.6,64.1
3014010100,2023,5,3123715.0,340068.56,1296.3,68.7
3014010100,2023,6,3058577.5,345170.06,1269.3,69.7
3014010100,2023,7,2832355.0,349727.1,1175.4,70.6
3014010100,2023,8,2378156.0,403407.03,986.9,81.5
3014010100,2023,9,2503715.0,426866.7,1039.0,86.2
3014010100,2023,10,2528218.5,469427.84,1049.2,94.8
3014010100,2023,11,2726388.5,551359.3,1131.5,111.4
3014010100,2023,12,2964916.2,435744.7,1230.4,88.0
3014010200,2023,1,4163788.5,2904489.2,1728.0,586.7
3014010200,2023,2,3741482.2,1781595.2,1552.7,359.9
3014010200,2023,3,3384940.0,1323236.4,1404.8,267.3
3014010200,2023,4,3753688.2,1139784.9,1557.8,230.2
3014010200,2023,5,3974194.2,1224672.4,1649.3,247.4
3014010200,2023,6,4327246.5,1240052.4,1795.8,250.5
3014010200,2023,7,3695333.8,1284135.8,1533.6,259.4
3014010200,2023,8,3389922.5,1497453.6,1406.8,302.5
3014010200,2023,9,3382457.0,1622327.5,1403.7,327.7
3014010200,2023,10,3533580.8,3619336.5,1466.4,731.1
3014010200,2023,11,3722382.0,3540963.8,1544.8,715.3
3014010200,2023,12,3781707.5,3627834.8,1569.4,732.8
3014010300,2023,1,2348604.0,3012195.5,974.7,608.5
3014010300,2023,2,2091985.8,1845055.0,868.2,372.7
3014010300,2023,3,2063875.2,1234268.6,856.5,249.3
3014010300,2023,4,2303514.2,1182916.8,956.0,238.9
3014010300,2023,5,2479089.2,1243150.8,1028.8,251.1
3014010300,2023,6,2399616.5,1342833.4,995.8,271.3
3014010300,2023,7,2022190.9,1515377.9,839.2,306.1
3014010300,2023,8,2055170.5,1961327.9,852.9,396.2
3014010300,2023,9,2029195.0,2097012.1,842.1,423.6
3014010300,2023,10,2020247.0,2238980.8,838.4,452.3
3014010300,2023,11,2301859.5,2164106.8,955.3,437.1
3014010300,2023,12,2268848.5,2096799.5,941.6,423.6
3014010400,2023,1,2250482.8,3134998.8,934.0,633.3
3014010400,2023,2,2011715.8,3052327.5,834.9,616.6
3014010400,2023,3,2031332.2,2807798.5,843.0,567.2
3014010400,2023,4,2217403.8,2355260.8,920.2,475.8
3014010400,2023,5,2156376.8,2283614.8,894.9,461.3
3014010400,2023,6,2090316.5,2644055.8,867.5,534.1
3014010400,2023,7,1497105.8,2303289.5,621.3,465.3
3014010400,2023,8,1850662.1,2416322.8,768.0,488.1
3014010400,2023,9,1945718.6,2337673.5,807.5,472.2
3014010400,2023,10,2001794.6,2460659.8,830.7,497.1
3014010400,2023,11,2135855.0,2444476.8,886.4,493.8
3014010400,2023,12,2131228.0,2741926.5,884.5,553.9
3014010500,2023,1,5153719.0,5407023.5,2138.8,1092.2
3014010500,2023,2,4458137.5,5864819.0,1850.1,1184.7
3014010500,2023,3,4696722.5,5850707.5,1949.1,1181.8
3014010500,2023,4,5363039.0,5866528.0,2225.7,1185.0
3014010500,2023,5,6269101.5,5996685.0,2601.7,1211.3
3014010500,2023,6,5156867.0,5985550.5,2140.1,1209.1
3014010500,2023,7,4819017.5,5651786.0,1999.9,1141.7
3014010500,2023,8,4617486.5,5930556.0,1916.3,1198.0
3014010500,2023,9,4512653.5,6022441.5,1872.8,1216.5
3014010500,2023,10,4967997.0,6219004.5,2061.7,1256.2
3014010500,2023,11,4916164.5,6135105.0,2040.2,1239.3
3014010500,2023,12,5418301.5,6289077.0,2248.6,1270.4
3014010600,2023,1,785138.8,716053.2,325.8,144.6
3014010600,2023,2,704519.5,468577.7,292.4,94.7
3014010600,2023,3,739194.56,300722.53,306.8,60.7
3014010600,2023,4,913923.75,271513.22,379.3,54.8
3014010600,2023,5,1063301.8,266217.88,441.3,53.8
3014010600,2023,6,957435.0,300942.78,397.3,60.8
3014010600,2023,7,798691.7,389663.28,331.5,78.7
3014010600,2023,8,782657.9,609632.75,324.8,123.1
3014010600,2023,9,857900.2,531588.5,356.0,107.4
3014010600,2023,10,980494.9,666347.6,406.9,134.6
3014010600,2023,11,976465.5,634654.4,405.2,128.2
3014010600,2023,12,962036.94,623138.5,399.2,125.9
3014010700,2023,1,635106.0,267676.62,263.6,54.1
3014010700,2023,2,585913.2,179832.25,243.2,36.3
3014010700,2023,3,563170.7,200347.94,233.7,40.5
3014010700,2023,4,515283.8,195276.89,213.8,39.4
3014010700,2023,5,507359.5,195678.69,210.6,39.5
3014010700,2023,6,495602.62,171788.67,205.7,34.7
3014010700,2023,7,454239.1,163503.97,188.5,33.0
3014010700,2023,8,438753.72,175754.11,182.1,35.5
3014010700,2023,9,458809.53,160969.55,190.4,32.5
3014010700,2023,10,492096.5,197040.75,204.2,39.8
3014010700,2023,11,476302.0,190730.5,197.7,38.5
3014010700,2023,12,474374.16,180022.75,196.9,36.4
3014010800,2023,1,357304.84,108462.89,148.3,21.9
3014010800,2023,2,293487.4,80856.44,121.8,16.3
3014010800,2023,3,293967.78,97163.805,122.0,19.6
3014010800,2023,4,320105.53,113666.92,132.8,23.0
3014010800,2023,5,339740.25,116237.3,141.0,23.5
3014010800,2023,6,314718.2,101584.48,130.6,20.5
3014010800,2023,7,290623.94,83434.1,120.6,16.9
3014010800,2023,8,285372.72,81376.31,118.4,16.4
3014010800,2023,9,290795.72,105103.93,120.7,21.2
3014010800,2023,10,301906.16,84676.13,125.3,17.1
3014010800,2023,11,300062.88,98571.26,124.5,19.9
3014010800,2023,12,320953.53,107398.58,133.2,21.7
3014010900,2023,1,480944.9,509582.8,199.6,102.9
3014010900,2023,2,409932.2,274532.38,170.1,55.5
3014010900,2023,3,390226.84,172526.17,161.9,34.9
3014010900,2023,4,356561.44,177596.12,148.0,35.9
3014010900,2023,5,380949.12,172723.25,158.1,34.9
3014010900,2023,6,340033.78,153181.6,141.1,30.9
3014010900,2023,7,312917.1,159375.03,129.9,32.2
3014010900,2023,8,313473.1,157098.88,130.1,31.7
3014010900,2023,9,292263.1,192951.5,121.3,39.0
3014010900,2023,10,326189.34,232693.77,135.4,47.0
3014010900,2023,11,330561.75,268151.1,137.2,54.2
3014010900,2023,12,349308.16,304371.06,145.0,61.5
3014011000,2023,1,3509015.5,2217740.2,1456.2,448.0
3014011000,2023,2,3154964.8,2238100.0,1309.3,452.1
3014011000,2023,3,3125912.2,2241323.0,1297.3,452.7
3014011000,2023,4,3474105.8,2284599.8,1441.8,461.5
3014011000,2023,5,3994084.8,2311851.0,1657.5,467.0
3014011000,2023,6,3880533.8,2267065.5,1610.4,457.9
3014011000,2023,7,3332530.2,2402845.8,1383.0,485.4
3014011000,2023,8,3371002.8,2340166.2,1399.0,472.7
3014011000,2023,9,3240966.8,2327379.2,1345.0,470.1
3014011000,2023,10,3296415.2,2321981.5,1368.0,469.0
3014011000,2023,11,3441888.0,2315996.5,1428.4,467.8
3014011000,2023,12,3441806.0,2371281.2,1428.3,479.0
3014011100,2023,1,1153404.9,1099735.1,478.7,222.1
3014011100,2023,2,1121612.9,878113.2,465.5,177.4
3014011100,2023,3,1177538.4,876973.2,488.7,177.1
3014011100,2023,4,1298248.8,527093.1,538.8,106.5
3014011100,2023,5,1229914.4,418489.8,510.4,84.5
3014011100,2023,6,1254155.0,352973.7,520.5,71.3
3014011100,2023,7,1161484.0,435842.84,482.0,88.0
3014011100,2023,8,1139315.2,607222.56,472.8,122.7
3014011100,2023,9,1174444.1,583769.6,487.4,117.9
3014011100,2023,10,1173933.1,628490.56,487.2,127.0
3014011100,2023,11,1202551.4,589727.56,499.1,119.1
3014011100,2023,12,1266762.2,718338.25,525.7,145.1
3014011200,2023,1,1332062.9,1477017.1,552.8,298.4
3014011200,2023,2,1145149.0,867029.44,475.2,175.1
3014011200,2023,3,1111662.9,530124.44,461.3,107.1
3014011200,2023,4,1335403.4,391885.28,554.2,79.2
3014011200,2023,5,1486740.9,304861.1,617.0,61.6
3014011200,2023,6,1337037.9,402477.4,554.9,81.3
3014011200,2023,7,1283746.6,456583.97,532.8,92.2
3014011200,2023,8,1084445.8,490072.22,450.0,99.0
3014011200,2023,9,1134272.4,718575.5,470.7,145.2
3014011200,2023,10,1192595.4,1587908.9,494.9,320.8
3014011200,2023,11,1242293.6,1611615.6,515.6,325.5
3014011200,2023,12,1365691.2,1774153.6,566.8,358.4
3014011300,2023,1,5572280.5,3894170.2,2312.5,786.6
3014011300,2023,2,5360932.5,2308368.5,2224.8,466.3
3014011300,2023,3,5347715.0,1329691.8,2219.3,268.6
3014011300,2023,4,5554590.0,1346378.6,2305.2,272.0
3014011300,2023,5,5982844.5,1668474.2,2482.9,337.0
3014011300,2023,6,6355663.5,1619557.5,2637.6,327.2
3014011300,2023,7,5683653.0,1641175.0,2358.7,331.5
3014011300,2023,8,5191818.0,2432409.0,2154.6,491.3
3014011300,2023,9,5218505.0,2646348.5,2165.7,534.6
3014011300,2023,10,5288778.0,2509402.2,2194.8,506.9
3014011300,2023,11,4946941.0,2898932.8,2053.0,585.6
3014011300,2023,12,4875149.0,2967514.2,2023.2,599.4
3014011400,2023,1,5429781.5,13543418.0,2253.4,2735.8
3014011400,2023,2,5120841.5,8298260.0,2125.1,1676.2
3014011400,2023,3,5229757.5,3887288.0,2170.3,785.2
3014011400,2023,4,6381006.5,3191996.0,2648.1,644.8
3014011400,2023,5,7035140.5,2932846.5,2919.6,592.4
3014011400,2023,6,6595091.5,3331052.8,2737.0,672.9
3014011400,2023,7,6125354.0,4041732.0,2542.0,816.4
3014011400,2023,8,5707772.0,6443488.5,2368.7,1301.6
3014011400,2023,9,4664372.0,10064560.0,1935.7,2033.0
3014011400,2023,10,5278355.0,14463667.0,2190.5,2921.7
3014011400,2023,11,5377910.0,14701292.0,2231.8,2969.7
3014011400,2023,12,5680320.0,15874020.0,2357.3,3206.6
3014011500,2023,1,3612885.2,4470501.5,1499.3,903.0
3014011500,2023,2,3350635.5,4557527.5,1390.5,920.6
3014011500,2023,3,3496082.0,4805777.0,1450.9,970.8
3014011500,2023,4,3662459.5,4778630.0,1519.9,965.3
3014011500,2023,5,3826106.0,4648950.5,1587.8,939.1
3014011500,2023,6,3481831.0,4332339.0,1445.0,875.1
3014011500,2023,7,3208387.2,3353533.2,1331.5,677.4
3014011500,2023,8,3069390.5,2013739.1,1273.8,406.8
3014011500,2023,9,3203409.8,2115767.2,1329.4,427.4
3014011500,2023,10,3553976.0,1931900.4,1474.9,390.2
3014011500,2023,11,3572738.8,1614011.2,1482.7,326.0
3014011500,2023,12,3426422.8,1499700.5,1422.0,302.9
3014011600,2023,1,8213833.0,10635449.0,3408.7,2148.4
3014011600,2023,2,7215308.5,6348899.0,2994.4,1282.5
3014011600,2023,3,7350081.5,5804558.0,3050.3,1172.5
3014011600,2023,4,8064600.5,5836615.5,3346.8,1179.0
3014011600,2023,5,6687587.5,6073453.0,2775.3,1226.8
3014011600,2023,6,8683361.0,5716771.5,3603.6,1154.8
3014011600,2023,7,8898222.0,5334393.5,3692.8,1077.5
3014011600,2023,8,8412200.0,5603666.5,3491.1,1131.9
3014011600,2023,9,7536922.5,7366987.5,3127.8,1488.1
3014011600,2023,10,7467049.5,7368871.0,3098.8,1488.5
3014011600,2023,11,7594607.0,7052241.5,3151.8,1424.6
3014011600,2023,12,7407585.5,7537731.5,3074.1,1522.6
3014011700,2023,1,2416364.8,2720462.2,1002.8,549.5
3014011700,2023,2,2235992.2,1607384.2,927.9,324.7
3014011700,2023,3,2043731.0,1645035.0,848.1,332.3
3014011700,2023,4,1881512.0,1595848.5,780.8,322.4
3014011700,2023,5,1843453.2,1632376.8,765.0,329.7
3014011700,2023,6,1995856.4,1447513.9,828.3,292.4
3014011700,2023,7,2088853.9,1528063.5,866.9,308.7
3014011700,2023,8,2020179.8,1699072.8,838.4,343.2
3014011700,2023,9,2076171.9,2075934.4,861.6,419.3
3014011700,2023,10,2141539.8,1948282.8,888.7,393.6
3014011700,2023,11,2116956.2,2056338.0,878.5,415.4
3014011700,2023,12,2101202.0,1800527.1,872.0,363.7
3014011800,2023,1,1050059.8,1523044.8,435.8,307.7
3014011800,2023,2,938341.44,1333947.8,389.4,269.5
3014011800,2023,3,1002695.25,1397393.1,416.1,282.3
3014011800,2023,4,1030236.94,1400867.6,427.5,283.0
3014011800,2023,5,1115664.6,1432323.6,463.0,289.3
3014011800,2023,6,1048591.0,1359583.5,435.2,274.6
3014011800,2023,7,916898.8,1364022.8,380.5,275.5
3014011800,2023,8,919355.25,1413436.0,381.5,285.5
3014011800,2023,9,909404.5,1327892.6,377.4,268.2
3014011800,2023,10,1017809.7,1410840.2,422.4,285.0
3014011800,2023,11,1078807.2,1410962.6,447.7,285.0
3014011800,2023,12,1077049.1,1421688.1,447.0,287.2
3014011900,2023,1,1181854.2,172066.73,490.5,34.8
3014011900,2023,2,1021090.5,117155.24,423.8,23.7
3014011900,2023,3,1099921.9,96880.99,456.5,19.6
3014011900,2023,4,1113501.2,107179.56,462.1,21.7
3014011900,2023,5,1086633.8,105776.125,451.0,21.4
3014011900,2023,6,1041086.56,106979.24,432.1,21.6
3014011900,2023,7,1046936.44,126977.94,434.5,25.6
3014011900,2023,8,1041329.2,164128.14,432.2,33.2
3014011900,2023,9,1079128.5,220003.72,447.8,44.4
3014011900,2023,10,1111721.8,329723.47,461.4,66.6
3014011900,2023,11,1104420.4,397628.47,458.3,80.3
3014011900,2023,12,1061759.1,424919.62,440.6,85.8
3014012000,2023,1,10876.904,0.0,4.5,0.0
3014012000,2023,2,6026.0957,0.0,2.5,0.0
3014012000,2023,3,6392.916,0.0,2.7,0.0
3014012000,2023,4,5175.3955,0.0,2.1,0.0
3014012000,2023,5,4949.693,0.0,2.1,0.0
3014012000,2023,6,3847.4053,0.0,1.6,0.0
3014012000,2023,7,3211.943,0.0,1.3,0.0
3014012000,2023,8,3397.9712,0.0,1.4,0.0
3014012000,2023,9,7294.1187,0.0,3.0,0.0
3014012000,2023,10,9492.898,0.0,3.9,0.0
3014012000,2023,11,12965.905,0.0,5.4,0.0
3014012000,2023,12,8948.539,0.0,3.7,0.0
3014012100,2023,1,859.9895,0.0,0.4,0.0
3014012100,2023,2,802.333,0.0,0.3,0.0
3014012100,2023,3,765.3252,0.0,0.3,0.0
3014012100,2023,4,886.328,0.0,0.4,0.0
3014012100,2023,5,1009.94336,0.0,0.4,0.0
3014012100,2023,6,987.69684,0.0,0.4,0.0
3014012100,2023,7,965.8772,0.0,0.4,0.0
3014012100,2023,8,882.66254,0.0,0.4,0.0
3014012100,2023,9,1045.565,0.0,0.4,0.0
3014012100,2023,10,1085.906,0.0,0.5,0.0
3014012100,2023,11,1182.6547,0.0,0.5,0.0
3014012100,2023,12,1000.5667,0.0,0.4,0.0
3014012200,2023,1,106978.19,0.0,44.4,0.0
3014012200,2023,2,99484.28,0.0,41.3,0.0
3014012200,2023,3,86112.01,0.0,35.7,0.0
3014012200,2023,4,92451.305,0.0,38.4,0.0
3014012200,2023,5,92224.3,0.0,38.3,0.0
3014012200,2023,6,64784.805,0.0,26.9,0.0
3014012200,2023,7,66970.734,0.0,27.8,0.0
3014012200,2023,8,78767.28,0.0,32.7,0.0
3014012200,2023,9,96751.41,0.0,40.2,0.0
3014012200,2023,10,109657.59,0.0,45.5,0.0
3014012200,2023,11,119284.04,0.0,49.5,0.0
3014012200,2023,12,135788.16,0.0,56.4,0.0
3014012300,2023,1,10625.485,0.0,4.4,0.0
3014012300,2023,2,7733.7896,0.0,3.2,0.0
3014012300,2023,3,6387.0825,0.0,2.7,0.0
3014012300,2023,4,6363.299,0.0,2.6,0.0
3014012300,2023,5,7219.894,0.0,3.0,0.0
3014012300,2023,6,7377.0586,0.0,3.1,0.0
3014012300,2023,7,7995.047,0.0,3.3,0.0
3014012300,2023,8,8274.02,0.0,3.4,0.0
3014012300,2023,9,11971.956,0.0,5.0,0.0
3014012300,2023,10,12717.396,0.0,5.3,0.0
3014012300,2023,11,18526.592,0.0,7.7,0.0
3014012300,2023,12,17918.955,0.0,7.4,0.0
3014012400,2023,1,18064.834,0.0,7.5,0.0
3014012400,2023,2,12996.018,0.0,5.4,0.0
3014012400,2023,3,12123.972,0.0,5.0,0.0
3014012400,2023,4,13819.146,0.0,5.7,0.0
3014012400,2023,5,14185.106,0.0,5.9,0.0
3014012400,2023,6,12213.296,0.0,5.1,0.0
3014012400,2023,7,11339.339,0.0,4.7,0.0
3014012400,2023,8,12079.826,0.0,5.0,0.0
3014012400,2023,9,11908.428,0.0,4.9,0.0
3014012400,2023,10,12762.697,0.0,5.3,0.0
3014012400,2023,11,13061.847,0.0,5.4,0.0
3014012400,2023,12,15798.957,0.0,6.6,0.0
3014012500,2023,1,79181.305,0.0,32.9,0.0
3014012500,2023,2,59433.566,0.0,24.7,0.0
3014012500,2023,3,44158.105,0.0,18.3,0.0
3014012500,2023,4,43717.49,0.0,18.1,0.0
3014012500,2023,5,44143.273,0.0,18.3,0.0
3014012500,2023,6,38391.1,0.0,15.9,0.0
3014012500,2023,7,43569.277,0.0,18.1,0.0
3014012500,2023,8,67227.42,0.0,27.9,0.0
3014012500,2023,9,82422.11,0.0,34.2,0.0
3014012500,2023,10,89100.79,0.0,37.0,0.0
3014012500,2023,11,114714.51,0.0,47.6,0.0
3014012500,2023,12,117655.3,0.0,48.8,0.0
3014012600,2023,1,29065.99,0.0,12.1,0.0
3014012600,2023,2,22446.174,0.0,9.3,0.0
3014012600,2023,3,17380.463,0.0,7.2,0.0
3014012600,2023,4,14291.158,0.0,5.9,0.0
3014012600,2023,5,11962.646,0.0,5.0,0.0
3014012600,2023,6,10711.56,0.0,4.4,0.0
3014012600,2023,7,12174.678,0.0,5.1,0.0
3014012600,2023,8,11107.989,0.0,4.6,0.0
3014012600,2023,9,11694.776,0.0,4.9,0.0
3014012600,2023,10,11652.676,0.0,4.8,0.0
3014012600,2023,11,13047.772,0.0,5.4,0.0
3014012600,2023,12,14910.001,0.0,6.2,0.0
3017010100,2023,1,2936460.2,7767948.5,1218.6,1569.1
3017010100,2023,2,2850798.0,4558338.5,1183.1,920.8
3017010100,2023,3,2887306.8,4429294.5,1198.2,894.7
3017010100,2023,4,3492460.5,2911065.0,1449.4,588.0
3017010100,2023,5,3848844.5,2617290.2,1597.3,528.7
3017010100,2023,6,3214508.5,1887053.5,1334.0,381.2
3017010100,2023,7,2944636.8,2223094.8,1222.0,449.1
3017010100,2023,8,2739855.0,3085176.8,1137.0,623.2
3017010100,2023,9,2683908.0,3637037.5,1113.8,734.7
3017010100,2023,10,2705156.8,3671580.8,1122.6,741.7
3017010100,2023,11,2746256.0,3480109.5,1139.7,703.0
3017010100,2023,12,2825305.0,4563965.0,1172.5,921.9
3017010200,2023,1,1484800.8,1388496.2,616.2,280.5
3017010200,2023,2,1255438.4,852181.44,521.0,172.1
3017010200,2023,3,1383978.1,784928.3,574.4,158.6
3017010200,2023,4,1679363.1,875522.56,696.9,176.9
3017010200,2023,5,1680902.0,1055635.4,697.6,213.2
3017010200,2023,6,1537863.4,1033785.6,638.2,208.8
3017010200,2023,7,1408456.9,1025740.2,584.5,207.2
3017010200,2023,8,1446999.8,1257796.5,600.5,254.1
3017010200,2023,9,1454824.0,1294534.2,603.8,261.5
3017010200,2023,10,1552602.6,1371254.5,644.3,277.0
3017010200,2023,11,1431548.9,1367940.0,594.1,276.3
3017010200,2023,12,1561965.1,1374473.5,648.2,277.6
3017010300,2023,1,3625577.2,5070060.5,1504.6,1024.2
3017010300,2023,2,3423893.5,5373575.0,1420.9,1085.5
3017010300,2023,3,3606103.2,5814322.0,1496.5,1174.5
3017010300,2023,4,4224351.5,6620025.0,1753.1,1337.2
3017010300,2023,5,4685974.0,5999272.5,1944.7,1211.9
3017010300,2023,6,4288924.0,5968151.5,1779.9,1205.6
3017010300,2023,7,4030984.5,5376351.5,1672.9,1086.0
3017010300,2023,8,4231003.5,5325958.0,1755.9,1075.8
3017010300,2023,9,3737504.0,5761957.0,1551.1,1163.9
3017010300,2023,10,3622828.2,6980252.5,1503.5,1410.0
3017010300,2023,11,3495259.2,6821902.5,1450.5,1378.0
3017010300,2023,12,3454880.2,6396245.0,1433.8,1292.0
3017010400,2023,1,2765749.8,5689984.5,1147.8,1149.4
3017010400,2023,2,2644897.8,4090012.8,1097.6,826.2
3017010400,2023,3,2449374.0,3874182.2,1016.5,782.6
3017010400,2023,4,2549641.2,3842063.5,1058.1,776.1
3017010400,2023,5,2666117.5,3952062.8,1106.4,798.3
3017010400,2023,6,2895362.0,3955233.2,1201.6,799.0
3017010400,2023,7,2691826.5,3917534.5,1117.1,791.3
3017010400,2023,8,2589828.8,4066327.8,1074.8,821.4
3017010400,2023,9,2386996.5,4084507.5,990.6,825.1
3017010400,2023,10,2463228.8,4163024.5,1022.2,840.9
3017010400,2023,11,2568434.2,4500114.0,1065.9,909.0
3017010400,2023,12,2505348.2,4355980.0,1039.7,879.9
3017010500,2023,1,1598208.1,1282677.5,663.3,259.1
3017010500,2023,2,1480357.0,1107848.4,614.3,223.8
3017010500,2023,3,1420686.8,1101839.2,589.6,222.6
3017010500,2023,4,1402930.2,1103368.4,582.2,222.9
3017010500,2023,5,1398937.0,1106167.0,580.6,223.4
3017010500,2023,6,1297341.2,1126774.5,538.4,227.6
3017010500,2023,7,1270826.8,1112691.1,527.4,224.8
3017010500,2023,8,1262747.1,1151928.1,524.0,232.7
3017010500,2023,9,1384570.9,1182611.2,574.6,238.9
3017010500,2023,10,1445109.9,1317802.8,599.7,266.2
3017010500,2023,11,1364431.6,1294938.2,566.2,261.6
3017010500,2023,12,1282039.4,1184985.9,532.0,239.4
3017010600,2023,1,15678244.0,5739554.0,6506.5,1159.4
3017010600,2023,2,15492953.0,5998301.5,6429.6,1211.7
3017010600,2023,3,16093598.0,6339123.5,6678.8,1280.5
3017010600,2023,4,16410055.0,6518185.0,6810.2,1316.7
3017010600,2023,5,16909204.0,6510995.0,7017.3,1315.2
3017010600,2023,6,16666086.0,6595383.0,6916.4,1332.3
3017010600,2023,7,16183026.0,6315381.0,6716.0,1275.7
3017010600,2023,8,15540072.0,6062987.0,6449.1,1224.7
3017010600,2023,9,15850324.0,6342168.0,6577.9,1281.1
3017010600,2023,10,15982986.0,7229863.0,6632.9,1460.4
3017010600,2023,11,16206006.0,7825491.5,6725.5,1580.7
3017010600,2023,12,16181682.0,8134172.5,6715.4,1643.1
3017010800,2023,1,3813843.5,2215223.5,1582.7,447.5
3017010800,2023,2,3600055.0,1476732.8,1494.0,298.3
3017010800,2023,3,3553698.5,1320741.2,1474.8,266.8
3017010800,2023,4,3665491.8,1538198.1,1521.2,310.7
3017010800,2023,5,3744039.8,1649272.8,1553.8,333.2
3017010800,2023,6,3960444.0,1365114.6,1643.6,275.8
3017010800,2023,7,3737987.2,1607661.2,1551.3,324.7
3017010800,2023,8,3578035.8,1934430.9,1484.9,390.8
3017010800,2023,9,3373627.0,2104834.5,1400.1,425.2
3017010800,2023,10,3130792.0,2147047.0,1299.3,433.7
3017010800,2023,11,3222724.0,1851086.6,1337.4,373.9
3017010800,2023,12,3115577.8,1514924.1,1293.0,306.0
3017010900,2023,1,1647118.9,2234298.2,683.6,451.3
3017010900,2023,2,1525621.8,1275792.4,633.1,257.7
3017010900,2023,3,1530489.2,596409.94,635.2,120.5
3017010900,2023,4,1831574.9,480283.5,760.1,97.0
3017010900,2023,5,1867384.2,466136.16,775.0,94.2
3017010900,2023,6,1887197.9,603480.75,783.2,121.9
3017010900,2023,7,1605918.6,983091.9,666.5,198.6
3017010900,2023,8,1577747.9,1535844.1,654.8,310.2
3017010900,2023,9,1687978.2,1642526.2,700.5,331.8
3017010900,2023,10,1688969.2,1778299.1,700.9,359.2
3017010900,2023,11,1695304.8,2059932.1,703.6,416.1
3017010900,2023,12,1756483.4,1407723.5,728.9,284.4
3017011000,2023,1,2533040.8,6251788.5,1051.2,1262.9
3017011000,2023,2,2401302.0,3517177.8,996.5,710.5
3017011000,2023,3,2402430.0,3646266.2,997.0,736.5
3017011000,2023,4,2853155.2,3109787.0,1184.1,628.2
3017011000,2023,5,3230592.5,3196628.8,1340.7,645.7
3017011000,2023,6,2614158.2,3465707.5,1084.9,700.1
3017011000,2023,7,2569730.5,3518350.5,1066.4,710.7
3017011000,2023,8,2472102.0,3867366.2,1025.9,781.2
3017011000,2023,9,2536632.0,3714340.5,1052.7,750.3
3017011000,2023,10,2562855.0,3795520.0,1063.6,766.7
3017011000,2023,11,2692266.2,3730451.5,1117.3,753.6
3017011000,2023,12,2726673.5,3555864.2,1131.6,718.3
3017011100,2023,1,5226957.0,8466456.0,2169.2,1710.2
3017011100,2023,2,4831490.0,5582558.5,2005.1,1127.7
3017011100,2023,3,4832284.5,4041677.8,2005.4,816.4
3017011100,2023,4,5393475.5,3171794.8,2238.3,640.7
3017011100,2023,5,6444662.5,3018211.8,2674.5,609.7
3017011100,2023,6,5467084.5,3022164.8,2268.8,610.5
3017011100,2023,7,4679714.5,3033898.8,1942.1,612.8
3017011100,2023,8,4451320.0,4114889.8,1847.3,831.2
3017011100,2023,9,4328961.5,5546998.5,1796.5,1120.5
3017011100,2023,10,4627501.0,4924054.5,1920.4,994.7
3017011100,2023,11,4806468.0,7781670.5,1994.7,1571.9
3017011100,2023,12,5171118.0,7549744.0,2146.0,1525.0
