대지위치,건축면적,주구조,용도,지붕구조,사용승인일자
대전광역시 유성구 가정동 29,131.06,일반목구조,단독주택,슬레이트,1983-03-10
대전광역시 유성구 가정동 30,29394.539,일반목구조,단독주택,슬레이트,1915
대전광역시 유성구 가정동 31,109.56,벽돌구조,단독주택,슬레이트,1945
대전광역시 유성구 가정동 33,3106.2,철근콘크리트구조,교육연구시설,(철근)콘크리트,1993-04-22
대전광역시 유성구 가정동 34,6009.929999999999,철근콘크리트구조,교육연구시설,(철근)콘크리트,2016-03-25
대전광역시 유성구 가정동 35,5994.16,벽돌구조,단독주택,슬레이트,1965
대전광역시 유성구 가정동 36,3501.84,일반철골구조,교육연구시설,(철근)콘크리트,2004-11-08
대전광역시 유성구 가정동 36-1,2781.5389999999998,강파이프구조,교육연구시설,기타지붕,2014-05-15
대전광역시 유성구 가정동 37,1203.05,일반목구조,단독주택,기와,1920
대전광역시 유성구 가정동 38,3423.99,철근콘크리트구조,교육연구시설,(철근)콘크리트,1992-12-22
대전광역시 유성구 가정동 38-3,1709.62,강파이프구조,동.식물관련시설,기타지붕,2008-03-12
대전광역시 유성구 가정동 39,331.51,일반목구조,단독주택,기와,1935
대전광역시 유성구 가정동 64-1,205.32999999999998,벽돌구조,단독주택,기와,1983-02-04
대전광역시 유성구 가정동 66,101.86000000000001,벽돌구조,단독주택,슬레이트,1925
대전광역시 유성구 가정동 67,138.16,일반목구조,단독주택,기타지붕,1945
대전광역시 유성구 가정동 7,232.42000000000002,일반목구조,단독주택,슬레이트,1945
대전광역시 유성구 가정동 70,55.87,블록구조,단독주택,슬레이트,1970
대전광역시 유성구 가정동 71-5,117.77,일반목구조,제2종근린생활시설,기와,2012-10-27
대전광역시 유성구 가정동 72,80.35,벽돌구조,단독주택,기와,1972
대전광역시 유성구 가정동 75,102.98,블록구조,단독주택,슬레이트,1972
대전광역시 유성구 가정동 77,137.01,벽돌구조,단독주택,슬레이트,1965
대전광역시 유성구 가정동 78,60.84,벽돌구조,단독주택,슬레이트,1935
대전광역시 유성구 가정동 84,109.42,블록구조,단독주택,기와,1968
대전광역시 유성구 가정동 93,107.77000000000001,벽돌구조,단독주택,기타지붕,1963
대전광역시 유성구 가정동 97,21.82,벽돌구조,단독주택,기와,1955
대전광역시 유성구 가정동 98,56.71,일반목구조,단독주택,슬레이트,1935
대전광역시 유성구 갑동 22,79.34,벽돌구조,단독주택,기타지붕,1957
대전광역시 유성구 갑동 27,173.88,벽돌구조,동.식물관련시설,기타지붕,1951
대전광역시 유성구 갑동 3,11398.09,철근콘크리트구조,묘지관련시설,(철근)콘크리트,2005-02-03
대전광역시 유성구 갑동 326-1,92.87,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-11,196.84,철근콘크리트구조,단독주택,(철근)콘크리트,2015-03-16
대전광역시 유성구 갑동 326-12,140.74,벽돌구조,단독주택,(철근)콘크리트,2001-12-18
대전광역시 유성구 갑동 326-19,106.47,일반철골구조,제2종근린생활시설,기타지붕,2005-07-22
대전광역시 유성구 갑동 326-2,29.7,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2002-01-12
대전광역시 유성구 갑동 326-25,84.93,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-28,95.92,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-29,94.24,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-30,94.64,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-31,84.8,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-32,86.68,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-33,84.3,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-5,88.4,일반목구조,단독주택,기타지붕,2021-11-12
대전광역시 유성구 갑동 326-7,139.2,철근콘크리트구조,단독주택,(철근)콘크리트,2003-03-19
대전광역시 유성구 갑동 327-10,93.87,벽돌구조,제2종근린생활시설,기와,1992-02-11
대전광역시 유성구 갑동 327-11,196.0,통나무구조,단독주택,기타지붕,2003-10-24
대전광역시 유성구 갑동 327-12,241.99,벽돌구조,단독주택,슬레이트,1960
대전광역시 유성구 갑동 327-18,395.0,일반철골구조,운동시설,기타지붕,2023-03-08
대전광역시 유성구 갑동 327-19,184.26,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2011-12-13
대전광역시 유성구 갑동 327-2,69.57,벽돌구조,단독주택,(철근)콘크리트,1963
대전광역시 유성구 갑동 327-20,176.05,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2021-11-19
대전광역시 유성구 갑동 327-3,40.59,일반목구조,단독주택,기타지붕,2007-10-23
대전광역시 유성구 갑동 327-31,99.73,일반철골구조,창고시설,기타지붕,2015-10-07
대전광역시 유성구 갑동 327-5,139.3,철근콘크리트구조,단독주택,(철근)콘크리트,2018-06-07
대전광역시 유성구 갑동 327-56,989.0,일반철골구조,동.식물관련시설,기타지붕,2008-06-04
대전광역시 유성구 갑동 327-63,172.9,철근콘크리트구조,단독주택,(철근)콘크리트,2018-06-07
대전광역시 유성구 갑동 327-64,197.24,일반철골구조,제2종근린생활시설,기타지붕,2019-08-29
대전광역시 유성구 갑동 327-65,163.84,철근콘크리트구조,단독주택,(철근)콘크리트,2021-09-13
대전광역시 유성구 갑동 327-9,276.23,벽돌구조,단독주택,(철근)콘크리트,1995-10-27
대전광역시 유성구 갑동 328,491.11,경량철골구조,동.식물관련시설,기타지붕,2010-12-28
대전광역시 유성구 갑동 328-1,238.18,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2017-07-13
대전광역시 유성구 갑동 329,120.01,일반목구조,단독주택,기타지붕,2000-09-27
대전광역시 유성구 갑동 329-1,128.62,일반목구조,단독주택,기타지붕,1997-11-07
대전광역시 유성구 갑동 330-1,261.89,철근콘크리트구조,단독주택,(철근)콘크리트,2009-02-24
대전광역시 유성구 갑동 330-14,99.83,철근콘크리트구조,단독주택,(철근)콘크리트,2024-08-01
대전광역시 유성구 갑동 330-5,137.3,철근콘크리트구조,단독주택,(철근)콘크리트,2005-10-12
대전광역시 유성구 갑동 330-6,146.25,철근콘크리트구조,단독주택,(철근)콘크리트,2006-12-07
대전광역시 유성구 갑동 330-7,109.32,철근콘크리트구조,단독주택,(철근)콘크리트,2009-06-26
대전광역시 유성구 갑동 330-9,228.08,철근콘크리트구조,공동주택,(철근)콘크리트,2022-11-08
대전광역시 유성구 갑동 331-11,206.08,철근콘크리트구조,단독주택,(철근)콘크리트,2016-01-27
대전광역시 유성구 갑동 331-43,155.355,철근콘크리트구조,단독주택,(철근)콘크리트,2012-06-22
대전광역시 유성구 갑동 331-66,109.92,철근콘크리트구조,단독주택,(철근)콘크리트,2012-12-17
대전광역시 유성구 갑동 331-72,157.55,철근콘크리트구조,단독주택,(철근)콘크리트,2005-05-04
대전광역시 유성구 갑동 369-2,34.21,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2016-02-05
대전광역시 유성구 갑동 383-4,47.6,블록구조,단독주택,슬레이트,1969
대전광역시 유성구 갑동 385,130.41,벽돌구조,제2종근린생활시설,(철근)콘크리트,1995-10-16
대전광역시 유성구 갑동 385-1,80.19,철근콘크리트구조,단독주택,(철근)콘크리트,2016-11-07
대전광역시 유성구 갑동 385-2,103.19,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2015-10-07
대전광역시 유성구 갑동 385-3,138.02,철근콘크리트구조,단독주택,(철근)콘크리트,2022-04-04
대전광역시 유성구 갑동 385-4,109.61,철근콘크리트구조,단독주택,(철근)콘크리트,2015-10-21
대전광역시 유성구 갑동 385-6,79.32,철근콘크리트구조,단독주택,(철근)콘크리트,2016-11-07
대전광역시 유성구 갑동 386-2,230.25,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2018-08-02
대전광역시 유성구 갑동 387-100,66.0,경량철골구조,제1종근린생활시설,기타지붕,2008-03-21
대전광역시 유성구 갑동 387-11,151.94,벽돌구조,단독주택,(철근)콘크리트,1993-08-24
대전광역시 유성구 갑동 387-119,55.56,철근콘크리트구조,단독주택,(철근)콘크리트,2021-04-01
대전광역시 유성구 갑동 387-12,171.9,철근콘크리트구조,단독주택,(철근)콘크리트,1996-12-30
대전광역시 유성구 갑동 387-120,327.9,철근콘크리트구조,공동주택,(철근)콘크리트,1997-05-28
대전광역시 유성구 갑동 387-123,154.32,일반목구조,단독주택,기타지붕,2009-01-02
대전광역시 유성구 갑동 387-124,97.5,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1988-09-19
대전광역시 유성구 갑동 387-129,127.03,벽돌구조,단독주택,(철근)콘크리트,1992-12-24
대전광역시 유성구 갑동 387-131,167.17,경량철골구조,제1종근린생활시설,기타지붕,2003-10-07
대전광역시 유성구 갑동 387-134,284.01,철근콘크리트구조,공동주택,(철근)콘크리트,1997-10-22
대전광역시 유성구 갑동 387-14,81.1,철근콘크리트구조,단독주택,(철근)콘크리트,2004-12-22
대전광역시 유성구 갑동 387-145,181.49,일반철골구조,제2종근린생활시설,기타지붕,2021-10-28
대전광역시 유성구 갑동 387-146,284.01,철근콘크리트구조,공동주택,(철근)콘크리트,1998-02-03
대전광역시 유성구 갑동 387-148,163.06,철근콘크리트구조,단독주택,기타지붕,2015-03-09
대전광역시 유성구 갑동 387-15,82.8,벽돌구조,단독주택,(철근)콘크리트,1996-12-28
대전광역시 유성구 갑동 387-150,125.625,철근콘크리트구조,단독주택,기타지붕,2005-09-02
대전광역시 유성구 갑동 387-156,117.54,철골콘크리트구조,단독주택,(철근)콘크리트,1999-10-22
대전광역시 유성구 갑동 387-16,122.97,철근콘크리트구조,단독주택,(철근)콘크리트,1998-09-03
대전광역시 유성구 갑동 387-160,119.64,일반목구조,단독주택,기타지붕,1998-12-26
대전광역시 유성구 갑동 387-161,141.33,철근콘크리트구조,단독주택,(철근)콘크리트,2020-05-11
대전광역시 유성구 갑동 387-163,104.15,일반목구조,단독주택,기타지붕,1998-12-26
대전광역시 유성구 갑동 387-164,100.86,일반목구조,단독주택,기타지붕,1998-12-26
대전광역시 유성구 갑동 387-165,154.23000000000002,일반목구조,단독주택,기타지붕,2004-09-02
대전광역시 유성구 갑동 387-169,189.0,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2000-01-12
대전광역시 유성구 갑동 387-17,89.74,철근콘크리트구조,단독주택,(철근)콘크리트,2005-10-26
대전광역시 유성구 갑동 387-172,115.88,일반목구조,단독주택,기타지붕,1998-12-07
대전광역시 유성구 갑동 387-176,83.61,일반목구조,단독주택,기타지붕,1998-06-26
대전광역시 유성구 갑동 387-177,108.24,일반목구조,단독주택,기타지붕,1998-06-26
대전광역시 유성구 갑동 387-186,103.73,철근콘크리트구조,단독주택,(철근)콘크리트,2006-04-26
대전광역시 유성구 갑동 387-190,128.62,일반목구조,단독주택,기타지붕,1998-06-26
대전광역시 유성구 갑동 387-196,56.7,경량철골구조,제2종근린생활시설,기타지붕,2022-05-20
대전광역시 유성구 갑동 387-197,90.86,경량철골구조,단독주택,기타지붕,2007-11-30
대전광역시 유성구 갑동 387-2,312.7,일반철골구조,제1종근린생활시설,기타지붕,2005-07-21
대전광역시 유성구 갑동 387-205,251.66,철근콘크리트구조,종교시설,(철근)콘크리트,2013-03-07
대전광역시 유성구 갑동 387-208,154.5,일반철골구조,제2종근린생활시설,(철근)콘크리트,2011-12-14
대전광역시 유성구 갑동 387-211,193.8384,일반철골구조,단독주택,기타지붕,2016-04-27
대전광역시 유성구 갑동 387-212,194.22,일반철골구조,제1종근린생활시설,기타지붕,2007-07-11
대전광역시 유성구 갑동 387-219,293.39,철근콘크리트구조,단독주택,(철근)콘크리트,2022-01-28
대전광역시 유성구 갑동 387-223,78.24,경량철골구조,단독주택,기타지붕,2013-04-02
대전광역시 유성구 갑동 387-225,90.3,철근콘크리트구조,단독주택,(철근)콘크리트,2010-09-20
대전광역시 유성구 갑동 387-236,109.74,철근콘크리트구조,단독주택,(철근)콘크리트,2022-05-02
대전광역시 유성구 갑동 387-25,66.0,경량철골구조,제2종근린생활시설,기타지붕,2003-06-18
대전광역시 유성구 갑동 387-26,293.26,일반철골구조,제2종근린생활시설,기타지붕,2017-08-16
대전광역시 유성구 갑동 387-27,439.13,경량철골구조,제1종근린생활시설,기타지붕,2014-10-16
대전광역시 유성구 갑동 387-29,95.93,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2013-07-19
대전광역시 유성구 갑동 387-3,100.14,기타조적구조,단독주택,슬레이트,1962
대전광역시 유성구 갑동 387-33,173.04,일반철골구조,제2종근린생활시설,(철근)콘크리트,2003-10-18
대전광역시 유성구 갑동 387-35,252.06,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2008-09-11
대전광역시 유성구 갑동 387-37,99.18,벽돌구조,단독주택,기와,1956
대전광역시 유성구 갑동 387-4,687.4200000000001,철근콘크리트구조,공동주택,(철근)콘크리트,2000-12-01
대전광역시 유성구 갑동 387-41,697.72,일반철골구조,제1종근린생활시설,기타지붕,2024-07-11
대전광역시 유성구 갑동 387-48,169.27,일반목구조,단독주택,기타지붕,2021-05-21
대전광역시 유성구 갑동 387-5,95.86,벽돌구조,단독주택,기타지붕,1964
대전광역시 유성구 갑동 387-50,218.9,일반철골구조,제2종근린생활시설,기타지붕,2021-06-04
대전광역시 유성구 갑동 387-53,82.81,벽돌구조,단독주택,(철근)콘크리트,1993-07-02
대전광역시 유성구 갑동 387-56,100.08,일반목구조,단독주택,기타지붕,1998-06-26
대전광역시 유성구 갑동 387-58,108.24,일반목구조,단독주택,기타지붕,1998-06-26
대전광역시 유성구 갑동 387-61,175.71,철근콘크리트구조,단독주택,(철근)콘크리트,2001-07-09
대전광역시 유성구 갑동 387-62,106.38,일반목구조,단독주택,기타지붕,1998-12-26
대전광역시 유성구 갑동 387-63,131.6,일반목구조,단독주택,기타지붕,2001-08-20
대전광역시 유성구 갑동 387-67,119.79,철근콘크리트구조,단독주택,(철근)콘크리트,2010-10-22
대전광역시 유성구 갑동 387-73,140.12,철근콘크리트구조,단독주택,(철근)콘크리트,2017-09-26
대전광역시 유성구 갑동 387-82,131.29,블록구조,제1종근린생활시설,기타지붕,1964
대전광역시 유성구 갑동 387-83,180.21,철근콘크리트구조,공동주택,(철근)콘크리트,2005-07-05
대전광역시 유성구 갑동 387-84,573.28,철근콘크리트구조,공동주택,(철근)콘크리트,2005-07-05
대전광역시 유성구 갑동 387-88,245.71,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1994-11-11
대전광역시 유성구 갑동 387-93,107.89,블록구조,제2종근린생활시설,기와,1962
대전광역시 유성구 갑동 387-96,107.54,철근콘크리트구조,단독주택,(철근)콘크리트,2002-09-16
대전광역시 유성구 갑동 387-98,125.7,철근콘크리트구조,단독주택,(철근)콘크리트,2005-02-25
대전광역시 유성구 갑동 388-1,376.86,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2007-05-22
대전광역시 유성구 갑동 388-12,207.06,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2008-11-14
대전광역시 유성구 갑동 388-19,172.76,경량철골구조,제2종근린생활시설,기타지붕,2019-02-13
대전광역시 유성구 갑동 388-3,1430.5500000000002,일반철골구조,창고시설,기타지붕,2015-04-30
대전광역시 유성구 갑동 388-37,243.15,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1991-03-18
대전광역시 유성구 갑동 388-39,40.0,경량철골구조,제2종근린생활시설,기타지붕,2022-05-25
대전광역시 유성구 갑동 388-41,447.0,일반철골구조,창고시설,기타지붕,2020-07-23
대전광역시 유성구 갑동 388-42,134.38,경량철골구조,단독주택,기타지붕,2012-02-20
대전광역시 유성구 갑동 388-46,569.8199999999999,일반철골구조,제2종근린생활시설,기타지붕,2019-08-26
대전광역시 유성구 갑동 388-5,930.8299999999999,일반철골구조,창고시설,기타지붕,2015-03-05
대전광역시 유성구 갑동 388-55,137.3,철근콘크리트구조,단독주택,(철근)콘크리트,2005-10-18
대전광역시 유성구 갑동 388-6,102.56,벽돌구조,단독주택,(철근)콘크리트,1988-10-31
대전광역시 유성구 갑동 388-60,278.58,철근콘크리트구조,공동주택,(철근)콘크리트,2023-11-13
대전광역시 유성구 갑동 388-7,113.19,철근콘크리트구조,단독주택,(철근)콘크리트,2005-07-01
대전광역시 유성구 갑동 388-75,495.0,일반철골구조,제2종근린생활시설,(철근)콘크리트,2014-06-19
대전광역시 유성구 갑동 388-9,207.03,경량철골구조,제2종근린생활시설,기타지붕,2003-07-04
대전광역시 유성구 갑동 389-1,201.04,벽돌구조,단독주택,(철근)콘크리트,1997-03-10
대전광역시 유성구 갑동 389-15,120.08,철근콘크리트구조,단독주택,(철근)콘크리트,1997-07-03
대전광역시 유성구 갑동 389-27,252.8,일반철골구조,제2종근린생활시설,기타지붕,2021-05-31
대전광역시 유성구 갑동 389-6,98.46,벽돌구조,제2종근린생활시설,(철근)콘크리트,1987-06-11
대전광역시 유성구 갑동 389-9,299.32,일반철골구조,창고시설,기타지붕,2022-05-11
대전광역시 유성구 갑동 391-1,354.99,벽돌구조,위험물저장및처리시설,(철근)콘크리트,1994-12-05
대전광역시 유성구 갑동 391-12,469.45,일반철골구조,제2종근린생활시설,기타지붕,2010-07-08
대전광역시 유성구 갑동 391-5,319.83,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2001-09-20
대전광역시 유성구 갑동 391-6,458.86,철근콘크리트구조,위험물저장및처리시설,(철근)콘크리트,1995-02-10
대전광역시 유성구 갑동 394-11,397.44,일반철골구조,제1종근린생활시설,기타지붕,2004-04-17
대전광역시 유성구 갑동 394-12,383.97,일반철골구조,창고시설,기타지붕,2014-09-23
대전광역시 유성구 갑동 394-13,353.1,일반철골구조,제2종근린생활시설,기타지붕,2023-05-03
대전광역시 유성구 갑동 394-14,214.0,일반철골구조,제1종근린생활시설,(철근)콘크리트,2011-10-24
대전광역시 유성구 갑동 394-15,388.75,철근콘크리트구조,위험물저장및처리시설,(철근)콘크리트,1989-01-28
대전광역시 유성구 갑동 394-34,107.09,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2011-12-16
대전광역시 유성구 갑동 394-9,1438.51,강파이프구조,자동차관련시설,기타지붕,2015-09-14
대전광역시 유성구 갑동 395-1,705.72,일반철골구조,제1종근린생활시설,기타지붕,2018-09-21
대전광역시 유성구 갑동 395-5,478.161,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1990-12-13
대전광역시 유성구 갑동 398,670.04,벽돌구조,위험물저장및처리시설,(철근)콘크리트,2001-06-04
대전광역시 유성구 갑동 399-10,274.38,벽돌구조,단독주택,(철근)콘크리트,1967
대전광역시 유성구 갑동 399-20,199.0,경량철골구조,제1종근린생활시설,기타지붕,1998-10-21
대전광역시 유성구 갑동 400,117.16,경량철골구조,창고시설,기타지붕,2016-08-03
대전광역시 유성구 갑동 400-12,212.41,일반철골구조,제2종근린생활시설,기타지붕,2016-09-22
대전광역시 유성구 갑동 400-15,128.75,경량철골구조,단독주택,기타지붕,2007-01-16
대전광역시 유성구 갑동 400-28,233.91,경량철골구조,운동시설,기타지붕,2022-06-13
대전광역시 유성구 갑동 400-7,113.56,벽돌구조,단독주택,(철근)콘크리트,1992-04-01
대전광역시 유성구 갑동 400-8,555.1,일반철골구조,제1종근린생활시설,기타지붕,2017-04-24
대전광역시 유성구 갑동 400-9,147.24,벽돌구조,단독주택,(철근)콘크리트,1987-07-01
대전광역시 유성구 갑동 401-3,127.58,철근콘크리트구조,단독주택,(철근)콘크리트,2004-07-08
대전광역시 유성구 갑동 401-5,164.61,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2003-03-06
대전광역시 유성구 갑동 401-8,49.56,경량철골구조,단독주택,기타지붕,2008-09-09
대전광역시 유성구 갑동 401-9,48.0,경량철골구조,단독주택,기타지붕,2008-08-08
대전광역시 유성구 갑동 402-1,140.41,철근콘크리트구조,단독주택,(철근)콘크리트,2003-06-05
대전광역시 유성구 갑동 402-3,357.89,일반철골구조,제2종근린생활시설,기타지붕,2021-10-28
대전광역시 유성구 갑동 402-5,89.75,벽돌구조,단독주택,기와,1979-04-25
대전광역시 유성구 갑동 402-9,99.58,블록구조,단독주택,기와,1979-05-01
대전광역시 유성구 갑동 404,240.91,일반철골구조,위험물저장및처리시설,(철근)콘크리트,2005-11-29
대전광역시 유성구 갑동 406,171.9,벽돌구조,단독주택,기타지붕,1961
대전광역시 유성구 갑동 433-23,231.28,일반목구조,제2종근린생활시설,기타지붕,1998-12-02
대전광역시 유성구 갑동 433-46,98.97,벽돌구조,단독주택,(철근)콘크리트,2006-06-08
대전광역시 유성구 계산동 101-7,91.65,블록구조,단독주택,(철근)콘크리트,1969
대전광역시 유성구 계산동 102,114.23,일반목구조,단독주택,슬레이트,1986-12-23
대전광역시 유성구 계산동 104-3,109.33,벽돌구조,노유자시설,(철근)콘크리트,1985-12-23
대전광역시 유성구 계산동 104-4,123.17,벽돌구조,단독주택,(철근)콘크리트,1998-10-27
대전광역시 유성구 계산동 105,125.28,일반목구조,단독주택,기타지붕,2017-02-23
대전광역시 유성구 계산동 106-1,136.52,일반목구조,단독주택,슬레이트,1944
대전광역시 유성구 계산동 107,220.79,철근콘크리트구조,단독주택,(철근)콘크리트,2018-05-01
대전광역시 유성구 계산동 108,191.59,일반철골구조,제1종근린생활시설,기타지붕,2022-06-22
대전광역시 유성구 계산동 108-1,117.5,블록구조,단독주택,슬레이트,1975-12-20
대전광역시 유성구 계산동 11-6,81.0,경량철골구조,창고시설,기타지붕,2007-01-29
대전광역시 유성구 계산동 110,56.57,벽돌구조,단독주택,슬레이트,1935
대전광역시 유성구 계산동 117-1,99.75,경량철골구조,창고시설,기타지붕,2004-11-11
대전광역시 유성구 계산동 122-1,190.53,철근콘크리트구조,단독주택,(철근)콘크리트,2000-05-04
대전광역시 유성구 계산동 123,82.42,경량철골구조,단독주택,기타지붕,2020-07-14
대전광역시 유성구 계산동 124-1,136.13,일반철골구조,제2종근린생활시설,기타지붕,2014-01-13
대전광역시 유성구 계산동 124-2,156.74,벽돌구조,단독주택,(철근)콘크리트,1983-06-30
대전광역시 유성구 계산동 125,125.24,철근콘크리트구조,단독주택,(철근)콘크리트,2014-11-12
대전광역시 유성구 계산동 125-1,93.92,경량철골구조,단독주택,기타지붕,2008-02-21
대전광역시 유성구 계산동 126,179.9,벽돌구조,단독주택,(철근)콘크리트,1981-12-24
대전광역시 유성구 계산동 128,10.97,경량철골구조,제2종근린생활시설,기타지붕,2020-12-03
대전광역시 유성구 계산동 129,131.01,일반철골구조,제1종근린생활시설,기타지붕,2015-05-19
대전광역시 유성구 계산동 129-4,131.01,일반철골구조,제1종근린생활시설,기타지붕,2015-05-19
대전광역시 유성구 계산동 130,99.41,벽돌구조,단독주택,슬레이트,1946
대전광역시 유성구 계산동 131,102.51,철근콘크리트구조,단독주택,(철근)콘크리트,2012-11-28
대전광역시 유성구 계산동 132,99.58,벽돌구조,단독주택,슬레이트,1985-11-07
대전광역시 유성구 계산동 133-1,146.0,벽돌구조,제2종근린생활시설,(철근)콘크리트,2002-06-24
대전광역시 유성구 계산동 133-2,103.54,기타조적구조,단독주택,기타지붕,2021-02-04
대전광역시 유성구 계산동 133-3,98.45,블록구조,단독주택,슬레이트,1988-01-16
대전광역시 유성구 계산동 133-4,116.73,철근콘크리트구조,단독주택,(철근)콘크리트,2001-08-08
대전광역시 유성구 계산동 134,139.89,벽돌구조,단독주택,(철근)콘크리트,1993-12-13
대전광역시 유성구 계산동 135,149.96,일반목구조,단독주택,기타지붕,2001-02-08
대전광역시 유성구 계산동 139-15,190.86,벽돌구조,단독주택,(철근)콘크리트,2006-09-07
대전광역시 유성구 계산동 159-1,75.99,경량철골구조,창고시설,기타지붕,2005-08-10
대전광역시 유성구 계산동 167-8,495.0,일반철골구조,동.식물관련시설,기타지붕,2016-05-30
대전광역시 유성구 계산동 177-1,133.74,철근콘크리트구조,제1종근린생활시설,기타지붕,2018-12-12
대전광역시 유성구 계산동 177-3,159.435,철근콘크리트구조,위험물저장및처리시설,기타지붕,2010-07-08
대전광역시 유성구 계산동 178-2,129.89,벽돌구조,노유자시설,(철근)콘크리트,1997-11-13
대전광역시 유성구 계산동 181,757.76,철근콘크리트구조,노유자시설,(철근)콘크리트,2021-05-25
대전광역시 유성구 계산동 182,139.17000000000002,철근콘크리트구조,위험물저장및처리시설,(철근)콘크리트,2017-01-24
