대지위치,건축면적,주구조,용도,지붕구조,사용승인일자
대전광역시 서구 가수원동 547-53,76.69,일반목구조,단독주택,슬레이트,1968
대전광역시 서구 가수원동 547-54,111.08,벽돌구조,단독주택,슬레이트,1970
대전광역시 서구 가수원동 547-56,40.66,벽돌구조,단독주택,기와,1965
대전광역시 서구 가수원동 547-57,191.4,일반철골구조,제1종근린생활시설,기타지붕,2016-11-23
대전광역시 서구 가수원동 547-59,197.56,일반철골구조,제1종근린생활시설,기타지붕,2018-02-02
대전광역시 서구 가수원동 547-8,496.7,일반철골구조,위험물저장및처리시설,기타지붕,2017-10-11
대전광역시 서구 가수원동 547-82,56.2,벽돌구조,단독주택,슬레이트,1970
대전광역시 서구 가수원동 547-90,57.34,블록구조,단독주택,슬레이트,1976-10-21
대전광역시 서구 가수원동 55,186.2,일반철골구조,제1종근린생활시설,기타지붕,2018-08-20
대전광역시 서구 가수원동 55-1,182.28,일반철골구조,제1종근린생활시설,기타지붕,2018-07-30
대전광역시 서구 가수원동 550-1,267.48,일반철골구조,제1종근린생활시설,기타지붕,2003-05-06
대전광역시 서구 가수원동 552-1,289.65,경량철골구조,단독주택,기타지붕,2008-04-17
대전광역시 서구 가수원동 553,33.05,벽돌구조,단독주택,슬레이트,1973
대전광역시 서구 가수원동 553-1,92.92,벽돌구조,단독주택,(철근)콘크리트,1993-01-08
대전광역시 서구 가수원동 553-3,49.58,블록구조,단독주택,기와,1975-12-31
대전광역시 서구 가수원동 553-6,198.72,경량철골구조,창고시설,기타지붕,1997-02-04
대전광역시 서구 가수원동 553-7,190.12,일반철골구조,제1종근린생활시설,기타지붕,2020-01-16
대전광역시 서구 가수원동 556,170.28,일반철골구조,제1종근린생활시설,(철근)콘크리트,2018-08-08
대전광역시 서구 가수원동 556-1,195.62,일반철골구조,제1종근린생활시설,(철근)콘크리트,2017-02-10
대전광역시 서구 가수원동 556-2,84.0,경량철골구조,제1종근린생활시설,기타지붕,2020-06-24
대전광역시 서구 가수원동 557-2,291.6,경량철골구조,제1종근린생활시설,기타지붕,2020-01-07
대전광역시 서구 가수원동 56-2,88.9,경량철골구조,단독주택,기타지붕,2021-04-02
대전광역시 서구 가수원동 563-1,71.43,벽돌구조,단독주택,(철근)콘크리트,2007-04-17
대전광역시 서구 가수원동 563-4,71.43,벽돌구조,단독주택,(철근)콘크리트,2007-04-17
대전광역시 서구 가수원동 563-5,71.43,벽돌구조,단독주택,(철근)콘크리트,2007-04-17
대전광역시 서구 가수원동 57-1,52.31,벽돌구조,단독주택,기와,1979-04-19
대전광역시 서구 가수원동 57-2,42.31,기타조적구조,단독주택,기와,1970
대전광역시 서구 가수원동 57-3,46.28,기타조적구조,단독주택,기와,1967
대전광역시 서구 가수원동 57-4,85.69,벽돌구조,단독주택,기와,1979-04-19
대전광역시 서구 가수원동 57-5,59.4,기타조적구조,단독주택,기와,1977-11-01
대전광역시 서구 가수원동 57-6,75.0,블록구조,단독주택,기와,1982-08-25
대전광역시 서구 가수원동 57-8,48.6,블록구조,단독주택,기와,1977-11-01
대전광역시 서구 가수원동 57-9,143.01,블록구조,공장,슬레이트,1982-08-25
대전광역시 서구 가수원동 572,73.71,블록구조,동.식물관련시설,슬레이트,1970
대전광역시 서구 가수원동 572-1,154.99,벽돌구조,단독주택,기와,1969
대전광역시 서구 가수원동 577-5,198.15,일반철골구조,제1종근린생활시설,기타지붕,2024-01-03
대전광역시 서구 가수원동 58-1,79.01,블록구조,단독주택,슬레이트,1971
대전광역시 서구 가수원동 58-10,92.88,일반목구조,단독주택,슬레이트,1970
대전광역시 서구 가수원동 58-12,56.53,벽돌구조,단독주택,기와,1970
대전광역시 서구 가수원동 58-3,117.86,기타조적구조,단독주택,슬레이트,1968
대전광역시 서구 가수원동 58-4,104.45,블록구조,단독주택,기와,1979-03-12
대전광역시 서구 가수원동 58-6,79.99,벽돌구조,단독주택,슬레이트,1968
대전광역시 서구 가수원동 58-7,66.11,블록구조,단독주택,기와,1974
대전광역시 서구 가수원동 58-8,90.71,블록구조,단독주택,슬레이트,1920
대전광역시 서구 가수원동 58-9,49.59,블록구조,단독주택,기와,1978
대전광역시 서구 가수원동 588-1,89.2,블록구조,단독주택,슬레이트,1979-11-15
대전광역시 서구 가수원동 588-2,41.97,벽돌구조,단독주택,기타지붕,1959
대전광역시 서구 가수원동 59,31.07,벽돌구조,단독주택,슬레이트,1965
대전광역시 서구 가수원동 60,121.32999999999998,일반목구조,단독주택,슬레이트,1920
대전광역시 서구 가수원동 60-1,26.45,벽돌구조,단독주택,기와,1971
대전광역시 서구 가수원동 60-3,91.57,경량철골구조,단독주택,기타지붕,2021-06-24
대전광역시 서구 가수원동 60-4,97.84,벽돌구조,단독주택,슬레이트,1965
대전광역시 서구 가수원동 60-6,73.29,블록구조,단독주택,기와,1976
대전광역시 서구 가수원동 604,195.13,경량철골구조,단독주택,기타지붕,2010-12-23
대전광역시 서구 가수원동 607-3,81.14,일반목구조,단독주택,슬레이트,1978-08-03
대전광역시 서구 가수원동 612-2,56.79,경량철골구조,단독주택,기타지붕,2017-06-13
대전광역시 서구 가수원동 618-4,294.64,벽돌구조,단독주택,기와,1945
대전광역시 서구 가수원동 62,101.46,블록구조,단독주택,기와,1981-03-06
대전광역시 서구 가수원동 626,88.79,블록구조,단독주택,슬레이트,1971
대전광역시 서구 가수원동 627,183.73,벽돌구조,단독주택,슬레이트,1949
대전광역시 서구 가수원동 628,165.72,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2012-12-28
대전광역시 서구 가수원동 629,101.5,일반목구조,단독주택,기와,1952
대전광역시 서구 가수원동 63,35.76,블록구조,단독주택,슬레이트,1982-09-09
대전광역시 서구 가수원동 63-2,84.3,벽돌구조,단독주택,(철근)콘크리트,1984-12-13
대전광역시 서구 가수원동 63-3,68.16,벽돌구조,단독주택,슬레이트,1983-02-12
대전광역시 서구 가수원동 63-4,60.83,일반목구조,단독주택,슬레이트,1928
대전광역시 서구 가수원동 630-5,29.45,일반목구조,제1종근린생활시설,기와,2012-04-24
대전광역시 서구 가수원동 632-2,171.32,벽돌구조,단독주택,(철근)콘크리트,2000-06-01
대전광역시 서구 가수원동 633-1,292.96000000000004,경량철골구조,단독주택,기타지붕,2006-01-18
대전광역시 서구 가수원동 634-2,79.64,벽돌구조,단독주택,기와,1977-05-01
대전광역시 서구 가수원동 641-16,175.56,철근콘크리트구조,단독주택,(철근)콘크리트,2016-09-06
대전광역시 서구 가수원동 641-17,457.38,벽돌구조,종교시설,기와,2007-09-17
대전광역시 서구 가수원동 641-27,249.73000000000002,벽돌구조,종교시설,(철근)콘크리트,1991-05-23
대전광역시 서구 가수원동 641-32,310.37,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1995-04-21
대전광역시 서구 가수원동 641-35,269.47,철근콘크리트구조,교육연구시설,(철근)콘크리트,2003-02-28
대전광역시 서구 가수원동 641-39,209.67,철근콘크리트구조,교육연구시설,(철근)콘크리트,2005-04-19
대전광역시 서구 가수원동 641-40,261.85,일반철골구조,창고시설,기타지붕,2019-04-03
대전광역시 서구 가수원동 641-41,488.8,일반철골구조,제2종근린생활시설,기타지붕,2021-07-06
대전광역시 서구 가수원동 641-55,184.55,철근콘크리트구조,단독주택,(철근)콘크리트,2016-09-06
대전광역시 서구 가수원동 643,5756.57,철근콘크리트구조,공동주택,(철근)콘크리트,1988-05-27
대전광역시 서구 가수원동 646,269.74,블록구조,단독주택,기와,1964
대전광역시 서구 가수원동 648-3,40.0,일반목구조,단독주택,슬레이트,1960
대전광역시 서구 가수원동 65,140.01,벽돌구조,단독주택,(철근)콘크리트,1979-11-15
대전광역시 서구 가수원동 655-11,246.38,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2016-08-09
대전광역시 서구 가수원동 655-13,572.8100000000001,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2017-08-04
대전광역시 서구 가수원동 655-21,252.53,철근콘크리트구조,단독주택,(철근)콘크리트,2015-06-19
대전광역시 서구 가수원동 655-23,468.49,철근콘크리트구조,자동차관련시설,(철근)콘크리트,2016-03-17
대전광역시 서구 가수원동 655-4,336.4,일반철골구조,제2종근린생활시설,(철근)콘크리트,2014-07-21
대전광역시 서구 가수원동 655-40,271.98,철근콘크리트구조,단독주택,(철근)콘크리트,2015-03-30
대전광역시 서구 가수원동 655-41,238.2,철근콘크리트구조,단독주택,(철근)콘크리트,2015-03-23
대전광역시 서구 가수원동 655-7,189.73,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1997-02-04
대전광역시 서구 가수원동 656-21,323.62,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1994-07-26
대전광역시 서구 가수원동 656-26,234.68,일반목구조,제2종근린생활시설,기타지붕,1990-11-08
대전광역시 서구 가수원동 656-27,532.56,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1991-01-25
대전광역시 서구 가수원동 656-33,204.17,벽돌구조,노유자시설,(철근)콘크리트,1991-08-06
대전광역시 서구 가수원동 656-36,479.64,철근콘크리트구조,노유자시설,(철근)콘크리트,1991-09-24
대전광역시 서구 가수원동 656-43,530.59,경량철골구조,종교시설,기타지붕,1994-10-04
대전광역시 서구 가수원동 656-47,293.51,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2004-08-13
대전광역시 서구 가수원동 656-48,965.53,철근콘크리트구조,교육연구시설,(철근)콘크리트,2000-06-13
대전광역시 서구 가수원동 656-49,655.1999999999999,벽돌구조,공동주택,(철근)콘크리트,1983-03-28
대전광역시 서구 가수원동 656-50,1426.35,일반철골구조,제2종근린생활시설,기타지붕,2008-10-10
대전광역시 서구 가수원동 656-62,365.97,철근콘크리트구조,교육연구시설,(철근)콘크리트,2001-05-19
대전광역시 서구 가수원동 656-65,1167.43,철근콘크리트구조,종교시설,기타지붕,2002-12-26
대전광역시 서구 가수원동 656-73,160.25,철근콘크리트구조,단독주택,(철근)콘크리트,2020-01-03
대전광역시 서구 가수원동 66,72.84,블록구조,단독주택,기와,1981-07-27
대전광역시 서구 가수원동 666-1,64.0,경량철골구조,자동차관련시설,기타지붕,2000-06-12
대전광역시 서구 가수원동 68,92.55,벽돌구조,단독주택,기와,1942
대전광역시 서구 가수원동 688,186.96,블록구조,단독주택,슬레이트,1981
대전광역시 서구 가수원동 69-4,70.95,블록구조,단독주택,기와,1982
대전광역시 서구 가수원동 694-3,79.86,기타조적구조,단독주택,기와,1945
대전광역시 서구 가수원동 7,28.8,블록구조,창고시설,슬레이트,1977
대전광역시 서구 가수원동 70-1,125.75,벽돌구조,단독주택,기와,1970
대전광역시 서구 가수원동 70-3,116.56,벽돌구조,단독주택,기와,1965
대전광역시 서구 가수원동 706-9,36.0,블록구조,단독주택,슬레이트,1979
대전광역시 서구 가수원동 71,131.2,블록구조,단독주택,슬레이트,1980
대전광역시 서구 가수원동 711-10,97.02,블록구조,단독주택,기와,1970
대전광역시 서구 가수원동 711-11,71.72,블록구조,단독주택,기와,1969
대전광역시 서구 가수원동 714-23,489.6,일반철골구조,제2종근린생활시설,기타지붕,2013-12-31
대전광역시 서구 가수원동 72,93.18,경량철골구조,제2종근린생활시설,기타지붕,2016-09-13
대전광역시 서구 가수원동 725-13,58.64,블록구조,단독주택,슬레이트,1985-12-06
대전광역시 서구 가수원동 73,149.96,벽돌구조,단독주택,(철근)콘크리트,1970
대전광역시 서구 가수원동 732-8,2787.98,철근콘크리트구조,교육연구시설,(철근)콘크리트,
대전광역시 서구 가수원동 74,65.94,경량철골구조,단독주택,기타지붕,2005-09-30
대전광역시 서구 가수원동 75-2,84.95,일반목구조,단독주택,슬레이트,1960
대전광역시 서구 가수원동 755-2,205.36,벽돌구조,단독주택,(철근)콘크리트,
대전광역시 서구 가수원동 757,35.7,블록구조,단독주택,슬레이트,1972
대전광역시 서구 가수원동 76-1,589.64,일반철골구조,창고시설,기타지붕,2009-06-12
대전광역시 서구 가수원동 76-2,207.0,경량철골구조,제1종근린생활시설,기타지붕,2000-07-21
대전광역시 서구 가수원동 76-3,174.27,경량철골구조,창고시설,기타지붕,1993-11-03
대전광역시 서구 가수원동 760-14,78.24,벽돌구조,단독주택,(철근)콘크리트,1989-04-26
대전광역시 서구 가수원동 761-2,185.98,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1987-12-08
대전광역시 서구 가수원동 762,3430.98,철근콘크리트구조,공동주택,(철근)콘크리트,1990-11-10
대전광역시 서구 가수원동 763-2,124.08,철근콘크리트구조,단독주택,(철근)콘크리트,1988-09-14
대전광역시 서구 가수원동 763-3,126.65,철근콘크리트구조,단독주택,(철근)콘크리트,1988-04-27
대전광역시 서구 가수원동 763-4,124.76,철근콘크리트구조,단독주택,(철근)콘크리트,1990-05-12
대전광역시 서구 가수원동 763-5,126.77,철근콘크리트구조,단독주택,(철근)콘크리트,1989-12-16
대전광역시 서구 가수원동 763-6,125.82,철근콘크리트구조,단독주택,(철근)콘크리트,1988-12-31
대전광역시 서구 가수원동 764-10,115.55,철근콘크리트구조,단독주택,(철근)콘크리트,1989-12-06
대전광역시 서구 가수원동 764-11,76.76,벽돌구조,단독주택,(철근)콘크리트,1989-06-30
대전광역시 서구 가수원동 764-2,84.8,벽돌구조,단독주택,(철근)콘크리트,1988-12-17
대전광역시 서구 가수원동 764-3,116.28,철근콘크리트구조,단독주택,(철근)콘크리트,1988-09-02
대전광역시 서구 가수원동 764-4,117.93,철근콘크리트구조,단독주택,(철근)콘크리트,1989-10-14
대전광역시 서구 가수원동 764-5,116.64,철근콘크리트구조,단독주택,(철근)콘크리트,1989-11-08
대전광역시 서구 가수원동 764-6,112.1,철근콘크리트구조,단독주택,(철근)콘크리트,1989-07-15
대전광역시 서구 가수원동 764-7,111.81,철근콘크리트구조,단독주택,(철근)콘크리트,1990-02-14
대전광역시 서구 가수원동 764-8,111.44,철근콘크리트구조,단독주택,(철근)콘크리트,1989-05-19
대전광역시 서구 가수원동 764-9,110.34,벽돌구조,단독주택,(철근)콘크리트,1991-04-23
대전광역시 서구 가수원동 765-1,130.76,철근콘크리트구조,단독주택,(철근)콘크리트,1989-06-14
대전광역시 서구 가수원동 765-10,133.74,철근콘크리트구조,단독주택,(철근)콘크리트,1988-05-02
대전광역시 서구 가수원동 765-2,132.16,철근콘크리트구조,단독주택,(철근)콘크리트,1989-12-16
대전광역시 서구 가수원동 765-3,128.7,철근콘크리트구조,단독주택,(철근)콘크리트,1988-12-21
대전광역시 서구 가수원동 765-4,128.68,벽돌구조,단독주택,(철근)콘크리트,1990-12-08
대전광역시 서구 가수원동 765-5,131.59,철근콘크리트구조,단독주택,(철근)콘크리트,1989-12-27
대전광역시 서구 가수원동 765-6,127.365,철근콘크리트구조,단독주택,(철근)콘크리트,1989-08-02
대전광역시 서구 가수원동 765-7,126.4,철근콘크리트구조,단독주택,(철근)콘크리트,1989-08-10
대전광역시 서구 가수원동 765-8,133.56,철근콘크리트구조,단독주택,(철근)콘크리트,2001-07-13
대전광역시 서구 가수원동 765-9,130.19,철근콘크리트구조,단독주택,(철근)콘크리트,1991-01-16
대전광역시 서구 가수원동 766-1,141.77,철근콘크리트구조,단독주택,(철근)콘크리트,1988-10-07
대전광역시 서구 가수원동 766-11,118.26,벽돌구조,단독주택,(철근)콘크리트,1991-02-04
대전광역시 서구 가수원동 766-12,129.28,벽돌구조,단독주택,(철근)콘크리트,1990-01-24
