addr,total,households
복수동,21960.0,8813.0
도마1동,18603.0,9568.0
도마2동,17005.0,8292.0
정림동,15696.0,6805.0
변동,15532.0,7751.0
괴정동,18887.0,11534.0
가장동,11072.0,4845.0
내동,23189.0,9588.0
가수원동,10734.0,4884.0
도안동,36115.0,13595.0
관저1동,15109.0,6508.0
관저2동,48996.0,19366.0
기성동,3548.0,1883.0
용문동,12167.0,7258.0
탄방동,26646.0,14677.0
둔산1동,16579.0,5762.0
둔산2동,34950.0,14448.0
둔산3동,19281.0,7918.0
갈마1동,21446.0,11722.0
갈마2동,24339.0,13296.0
월평1동,11259.0,7454.0
월평2동,14050.0,6952.0
월평3동,20713.0,7593.0
만년동,12498.0,6027.0
