ds,yhat,yhat_lower,yhat_upper
2022-01-01,1099.911808510968,109.02409000912776,2088.517098840375
2022-02-01,1154.1115900916288,150.37026945478925,2150.4838531973414
2022-03-01,948.7095430900794,-16.5651417526166,1913.9097775282544
2022-04-01,859.0689945876323,-71.43384089109281,1784.4312427490204
2022-05-01,668.3035294794697,-283.9262598493899,1604.5540270389038
2022-06-01,587.7114603039302,-428.69541602324955,1600.4884645980205
2022-07-01,563.852499012803,-462.6375661335371,1580.4248256745072
2022-08-01,623.1059333383132,-379.85176735321477,1612.848872570841
2022-09-01,586.7169848483297,-401.02650201486847,1537.3491316345323
2022-10-01,610.3725064092433,-346.20446535359594,1662.038682792194
2022-11-01,733.6904823314674,-268.9030426426233,1650.6494597123635
2022-12-01,899.5523438609691,-80.5376493790829,2001.1190326591457
2023-01-01,1110.3475847321815,115.04701742937483,2086.7715488117788
2023-02-01,1142.7347428053288,93.11569386203537,2123.7638217044923
2023-03-01,985.2661941767096,-5.990667897106445,2004.6487792139947
2023-04-01,877.1281957720851,-81.06209672252979,1906.5106429749164
2023-05-01,683.5034153301909,-270.9596650825233,1667.5744138182822
2023-06-01,599.0546310212552,-402.2900098051749,1552.578546465114
2023-07-01,570.2718238265799,-349.0925234015821,1611.8630861499703
2023-08-01,646.4908170920497,-304.32213123689996,1642.8902726051545
2023-09-01,587.7435192637003,-403.85124892669313,1491.0534514553926
2023-10-01,633.3483726363547,-339.4747334044821,1579.5811944517666
2023-11-01,747.0499825152773,-269.5073627206978,1732.2322895431594
2023-12-01,920.4916739571663,-88.89541329641217,1893.4636686720596
